Column3,Column4,Column5
[lng]) VALUES ('TR11','50.14907','-5.08684')
[lng]) VALUES ('TR12','50.04310','-5.17923')
[lng]) VALUES ('TR13','50.10945','-5.28435')
[lng]) VALUES ('TR14','50.20987','-5.29686')
[lng]) VALUES ('TR15','50.23225','-5.23669')
[lng]) VALUES ('TR16','50.23272','-5.21988')
,,
[lng]) VALUES ('TR17','50.12482','-5.46735')
[lng]) VALUES ('TR18','50.11630','-5.54089')
[lng]) VALUES ('TR19','50.10012','-5.62783')
[lng]) VALUES ('TR2','50.25334','-4.95186')
[lng]) VALUES ('TR20','50.13138','-5.48882')
[lng]) VALUES ('TR21','49.92936','-6.25622')
[lng]) VALUES ('TR22','49.89192','-6.34346')
[lng]) VALUES ('TR23','49.95281','-6.35174')
[lng]) VALUES ('TR24','49.95528','-6.33383')
[lng]) VALUES ('TR25','49.96401','-6.29276')
[lng]) VALUES ('TR26','50.20276','-5.47860')
[lng]) VALUES ('TR27','50.18162','-5.40280')
[lng]) VALUES ('TR3','50.21684','-5.10944')
[lng]) VALUES ('TR4','50.28359','-5.13626')
[lng]) VALUES ('TR5','50.30819','-5.19127')
[lng]) VALUES ('TR6','50.34167','-5.15134')
[lng]) VALUES ('TR7','50.41304','-5.07300')
[lng]) VALUES ('TR8','50.39869','-5.03689')
[lng]) VALUES ('TR9','50.41387','-4.93648')
[lng]) VALUES ('TS1','54.57179','-1.23733')
,,
[lng]) VALUES ('TS10','54.60656','-1.06791')
[lng]) VALUES ('TS11','54.58734','-1.02501')
[lng]) VALUES ('TS12','54.56258','-0.96528')
[lng]) VALUES ('TS13','54.54989','-0.85427')
[lng]) VALUES ('TS14','54.53189','-1.06034')
[lng]) VALUES ('TS15','54.49144','-1.32992')
[lng]) VALUES ('TS16','54.52393','-1.35257')
[lng]) VALUES ('TS17','54.53713','-1.30289')
[lng]) VALUES ('TS18','54.56241','-1.32257')
[lng]) VALUES ('TS19','54.57781','-1.34398')
[lng]) VALUES ('TS2','54.58436','-1.23555')
[lng]) VALUES ('TS20','54.58572','-1.31290')
[lng]) VALUES ('TS21','54.62676','-1.42529')
[lng]) VALUES ('TS22','54.61809','-1.31390')
[lng]) VALUES ('TS23','54.60803','-1.28465')
[lng]) VALUES ('TS24','54.69655','-1.21016')
[lng]) VALUES ('TS25','54.66338','-1.22321')
[lng]) VALUES ('TS26','54.68768','-1.22895')
[lng]) VALUES ('TS27','54.72309','-1.28728')
[lng]) VALUES ('TS28','54.72536','-1.37265')
,,
[lng]) VALUES ('TS29','54.71032','-1.41945')
[lng]) VALUES ('TS3','54.56073','-1.19578')
[lng]) VALUES ('TS4','54.55551','-1.22217')
[lng]) VALUES ('TS5','54.55120','-1.25008')
[lng]) VALUES ('TS6','54.56583','-1.15236')
[lng]) VALUES ('TS7','54.53369','-1.18394')
[lng]) VALUES ('TS8','54.52141','-1.23054')
[lng]) VALUES ('TS9','54.46614','-1.16368')
[lng]) VALUES ('TW1','51.44982','-0.32470')
[lng]) VALUES ('TW10','51.44949','-0.30168')
[lng]) VALUES ('TW11','51.42653','-0.33131')
[lng]) VALUES ('TW12','51.42166','-0.36888')
[lng]) VALUES ('TW13','51.43828','-0.39995')
[lng]) VALUES ('TW14','51.45202','-0.41818')
[lng]) VALUES ('TW15','51.43002','-0.45491')
[lng]) VALUES ('TW16','51.41510','-0.41514')
[lng]) VALUES ('TW17','51.39753','-0.44594')
[lng]) VALUES ('TW18','51.42800','-0.50677')
[lng]) VALUES ('TW19','51.45221','-0.50166')
[lng]) VALUES ('TW2','51.44657','-0.34929')
,,
[lng]) VALUES ('TW20','51.42674','-0.54997')
[lng]) VALUES ('TW3','51.46742','-0.36149')
[lng]) VALUES ('TW4','51.46593','-0.38314')
[lng]) VALUES ('TW5','51.48029','-0.38120')
[lng]) VALUES ('TW6','51.46948','-0.44638')
[lng]) VALUES ('TW7','51.47331','-0.33248')
[lng]) VALUES ('TW8','51.48552','-0.30611')
[lng]) VALUES ('TW9','51.46736','-0.29382')
[lng]) VALUES ('UB1','51.51435','-0.37278')
[lng]) VALUES ('UB10','51.54780','-0.45236')
[lng]) VALUES ('UB11','51.51909','-0.45766')
[lng]) VALUES ('UB2','51.49915','-0.37909')
[lng]) VALUES ('UB3','51.50513','-0.42211')
[lng]) VALUES ('UB4','51.52381','-0.40704')
[lng]) VALUES ('UB5','51.54315','-0.37464')
[lng]) VALUES ('UB6','51.53911','-0.34306')
[lng]) VALUES ('UB7','51.50576','-0.46964')
[lng]) VALUES ('UB8','51.53458','-0.47300')
[lng]) VALUES ('UB9','51.58157','-0.49019')
[lng]) VALUES ('W1','51.51452','-0.14215')
,,
[lng]) VALUES ('W10','51.52103','-0.21397')
[lng]) VALUES ('W11','51.51189','-0.20424')
[lng]) VALUES ('W12','51.50777','-0.22890')
[lng]) VALUES ('W13','51.51270','-0.31951')
[lng]) VALUES ('W14','51.49488','-0.20923')
[lng]) VALUES ('W1B','51.51357','-0.13931')
[lng]) VALUES ('W1C','51.51371','-0.14795')
[lng]) VALUES ('W1D','51.51344','-0.13066')
[lng]) VALUES ('W1F','51.51261','-0.13502')
[lng]) VALUES ('W1G','51.51818','-0.14633')
[lng]) VALUES ('W1H','51.51659','-0.15936')
[lng]) VALUES ('W1J','51.50735','-0.14388')
[lng]) VALUES ('W1K','51.51104','-0.14950')
[lng]) VALUES ('W1M','51.51823','-0.14921')
[lng]) VALUES ('W1S','51.51090','-0.14086')
[lng]) VALUES ('W1T','51.51980','-0.13473')
[lng]) VALUES ('W1U','51.51827','-0.15209')
[lng]) VALUES ('W1W','51.51897','-0.13909')
[lng]) VALUES ('W2','51.51508','-0.17816')
[lng]) VALUES ('W3','51.50925','-0.26775')
,,
[lng]) VALUES ('W4','51.49118','-0.26268')
[lng]) VALUES ('W5','51.51243','-0.30078')
[lng]) VALUES ('W6','51.49246','-0.22805')
[lng]) VALUES ('W7','51.51110','-0.33398')
[lng]) VALUES ('W8','51.50003','-0.19317')
[lng]) VALUES ('W9','51.52607','-0.19070')
[lng]) VALUES ('WA1','53.39442','-2.56850')
[lng]) VALUES ('WA10','53.45362','-2.75454')
[lng]) VALUES ('WA11','53.47721','-2.71879')
[lng]) VALUES ('WA12','53.45343','-2.63104')
[lng]) VALUES ('WA13','53.38226','-2.46911')
[lng]) VALUES ('WA14','53.38624','-2.35788')
[lng]) VALUES ('WA15','53.38364','-2.32478')
[lng]) VALUES ('WA16','53.30260','-2.37068')
[lng]) VALUES ('WA2','53.41054','-2.58075')
[lng]) VALUES ('WA3','53.45384','-2.54821')
[lng]) VALUES ('WA4','53.36472','-2.57412')
[lng]) VALUES ('WA5','53.39857','-2.63624')
[lng]) VALUES ('WA6','53.27222','-2.72285')
[lng]) VALUES ('WA7','53.32987','-2.70280')
,,
[lng]) VALUES ('WA8','53.37189','-2.74107')
[lng]) VALUES ('WA9','53.43676','-2.71811')
[lng]) VALUES ('WC1','51.52139','-0.12169')
[lng]) VALUES ('WC1A','51.51694','-0.12475')
[lng]) VALUES ('WC1B','51.51876','-0.12612')
[lng]) VALUES ('WC1E','51.52065','-0.13181')
[lng]) VALUES ('WC1H','51.52415','-0.12590')
[lng]) VALUES ('WC1N','51.52136','-0.12025')
[lng]) VALUES ('WC1R','51.51860','-0.11604')
[lng]) VALUES ('WC1V','51.51685','-0.11899')
[lng]) VALUES ('WC1X','51.52489','-0.11578')
[lng]) VALUES ('WC2','51.51332','-0.12346')
[lng]) VALUES ('WC2A','51.51588','-0.11471')
[lng]) VALUES ('WC2B','51.51510','-0.12195')
[lng]) VALUES ('WC2E','51.51242','-0.12350')
[lng]) VALUES ('WC2H','51.51339','-0.12778')
[lng]) VALUES ('WC2N','51.50975','-0.12505')
[lng]) VALUES ('WC2R','51.51145','-0.11921')
[lng]) VALUES ('WD1','51.64692','-0.39984')
[lng]) VALUES ('WD17','51.66138','-0.40512')
,,
[lng]) VALUES ('WD18','51.64801','-0.41426')
[lng]) VALUES ('WD19','51.63150','-0.39027')
[lng]) VALUES ('WD2','51.66730','-0.37743')
[lng]) VALUES ('WD23','51.64554','-0.36520')
[lng]) VALUES ('WD24','51.67027','-0.39757')
[lng]) VALUES ('WD25','51.68363','-0.38842')
[lng]) VALUES ('WD3','51.64530','-0.48085')
[lng]) VALUES ('WD4','51.70882','-0.45556')
[lng]) VALUES ('WD5','51.70470','-0.41662')
[lng]) VALUES ('WD6','51.65684','-0.27514')
[lng]) VALUES ('WD7','51.68611','-0.30876')
[lng]) VALUES ('WF1','53.68684','-1.49117')
[lng]) VALUES ('WF10','53.72388','-1.34370')
[lng]) VALUES ('WF11','53.71078','-1.25602')
[lng]) VALUES ('WF12','53.68373','-1.61992')
[lng]) VALUES ('WF13','53.69279','-1.64559')
[lng]) VALUES ('WF14','53.68034','-1.69263')
[lng]) VALUES ('WF15','53.70822','-1.69849')
[lng]) VALUES ('WF16','53.70994','-1.66817')
[lng]) VALUES ('WF17','53.71885','-1.64082')
,,
[lng]) VALUES ('WF2','53.67254','-1.51102')
[lng]) VALUES ('WF3','53.72294','-1.52408')
[lng]) VALUES ('WF4','53.64741','-1.51888')
[lng]) VALUES ('WF5','53.67998','-1.57605')
[lng]) VALUES ('WF6','53.69997','-1.41375')
[lng]) VALUES ('WF7','53.66639','-1.35065')
[lng]) VALUES ('WF8','53.68497','-1.29887')
[lng]) VALUES ('WF9','53.60599','-1.31983')
[lng]) VALUES ('WN1','53.55414','-2.62650')
[lng]) VALUES ('WN2','53.53639','-2.58248')
[lng]) VALUES ('WN3','53.52888','-2.64423')
[lng]) VALUES ('WN4','53.49473','-2.64221')
[lng]) VALUES ('WN5','53.53135','-2.68501')
[lng]) VALUES ('WN6','53.57369','-2.66908')
[lng]) VALUES ('WN7','53.49803','-2.51712')
[lng]) VALUES ('WN8','53.55242','-2.76838')
[lng]) VALUES ('WR1','52.19713','-2.21656')
[lng]) VALUES ('WR10','52.11459','-2.06426')
[lng]) VALUES ('WR11','52.09481','-1.92847')
[lng]) VALUES ('WR12','52.04261','-1.87314')
,,
[lng]) VALUES ('WR13','52.09433','-2.34161')
[lng]) VALUES ('WR14','52.11328','-2.31839')
[lng]) VALUES ('WR15','52.30476','-2.56764')
[lng]) VALUES ('WR2','52.18989','-2.24139')
[lng]) VALUES ('WR3','52.21603','-2.21079')
[lng]) VALUES ('WR4','52.20438','-2.18440')
[lng]) VALUES ('WR5','52.17738','-2.19891')
[lng]) VALUES ('WR6','52.22732','-2.37045')
[lng]) VALUES ('WR7','52.19642','-2.05268')
[lng]) VALUES ('WR8','52.08207','-2.20287')
[lng]) VALUES ('WR9','52.26826','-2.15682')
[lng]) VALUES ('WS1','52.57945','-1.97786')
[lng]) VALUES ('WS10','52.56057','-2.02065')
[lng]) VALUES ('WS11','52.68914','-2.01776')
[lng]) VALUES ('WS12','52.70623','-1.99852')
[lng]) VALUES ('WS13','52.69170','-1.81800')
[lng]) VALUES ('WS14','52.66292','-1.81368')
[lng]) VALUES ('WS15','52.75834','-1.91701')
[lng]) VALUES ('WS2','52.58845','-2.00148')
[lng]) VALUES ('WS3','52.61812','-1.98966')
,,
[lng]) VALUES ('WS4','52.60552','-1.95865')
[lng]) VALUES ('WS5','52.56776','-1.95869')
[lng]) VALUES ('WS6','52.65767','-2.02218')
[lng]) VALUES ('WS7','52.68012','-1.91272')
[lng]) VALUES ('WS8','52.64597','-1.93348')
[lng]) VALUES ('WS9','52.60910','-1.91729')
[lng]) VALUES ('WV1','52.58569','-2.11514')
[lng]) VALUES ('WV10','52.61716','-2.11227')
[lng]) VALUES ('WV11','52.61000','-2.07089')
[lng]) VALUES ('WV12','52.60552','-2.03987')
[lng]) VALUES ('WV13','52.58484','-2.06052')
[lng]) VALUES ('WV14','52.55695','-2.07818')
[lng]) VALUES ('WV15','52.51593','-2.37435')
[lng]) VALUES ('WV16','52.51120','-2.44062')
[lng]) VALUES ('WV2','52.57400','-2.11806')
[lng]) VALUES ('WV3','52.57936','-2.15054')
[lng]) VALUES ('WV4','52.56229','-2.14163')
[lng]) VALUES ('WV5','52.53342','-2.20936')
[lng]) VALUES ('WV6','52.59550','-2.18161')
[lng]) VALUES ('WV7','52.63309','-2.27043')
,,
[lng]) VALUES ('WV8','52.62337','-2.18320')
[lng]) VALUES ('WV9','52.63332','-2.14039')
[lng]) VALUES ('YO1','53.95857','-1.08090')
[lng]) VALUES ('YO10','53.95031','-1.05822')
[lng]) VALUES ('YO11','54.26511','-0.39535')
[lng]) VALUES ('YO12','54.27356','-0.42267')
[lng]) VALUES ('YO13','54.28798','-0.49587')
[lng]) VALUES ('YO14','54.19903','-0.29672')
[lng]) VALUES ('YO15','54.09390','-0.17715')
[lng]) VALUES ('YO16','54.09514','-0.20004')
[lng]) VALUES ('YO17','54.13631','-0.75397')
[lng]) VALUES ('YO18','54.25870','-0.76717')
[lng]) VALUES ('YO19','53.91046','-1.02105')
[lng]) VALUES ('YO21','54.47654','-0.71123')
[lng]) VALUES ('YO22','54.45038','-0.62104')
[lng]) VALUES ('YO23','53.92562','-1.12122')
[lng]) VALUES ('YO24','53.94624','-1.11469')
[lng]) VALUES ('YO25','54.00465','-0.41302')
[lng]) VALUES ('YO26','53.97452','-1.17204')
[lng]) VALUES ('YO30','53.98579','-1.11385')
,,
[lng]) VALUES ('YO31','53.96923','-1.06389')
[lng]) VALUES ('YO32','54.01143','-1.05837')
[lng]) VALUES ('YO41','53.96966','-0.90227')
[lng]) VALUES ('YO42','53.92274','-0.79080')
[lng]) VALUES ('YO43','53.84976','-0.68952')
[lng]) VALUES ('YO51','54.08182','-1.37628')
[lng]) VALUES ('YO60','54.08237','-0.94057')
[lng]) VALUES ('YO61','54.11579','-1.19370')
[lng]) VALUES ('YO62','54.24282','-0.99325')
[lng]) VALUES ('YO7','54.22370','-1.34960')
[lng]) VALUES ('YO8','53.78130','-1.05745')
[lng]) VALUES ('ZE1','60.15232','-1.16779')
[lng]) VALUES ('ZE2','60.33047','-1.22484')
[lng]) VALUES ('ZE3','59.88369','-1.30316')
[lng]) VALUES ('W1A','51.518562','-0.143799')
[lng]) VALUES ('BL11','53.576178','-2.428677')
[lng]) VALUES ('BL78','53.571716','-2.416294')
[lng]) VALUES ('BN50','50.823442','-0.140396')
[lng]) VALUES ('BN51','50.804823','-0.058672')
[lng]) VALUES ('BN52','50.829256','-0.168416')
,,
[lng]) VALUES ('BN88','50.831246','-0.140438')
[lng]) VALUES ('BN99','50.820239','-0.379944')
[lng]) VALUES ('BS80','51.521874','-2.572469')
[lng]) VALUES ('BS98','51.459068','-2.581532')
[lng]) VALUES ('CA95','54.644668','-3.56645')
[lng]) VALUES ('CF30','51.519635','-3.119562')
[lng]) VALUES ('CF91','51.465745','-3.193634')
[lng]) VALUES ('CF95','51.481196','-3.171039')
[lng]) VALUES ('CF99','51.464366','-3.161654')
[lng]) VALUES ('CH25','53.396972','-3.011914')
[lng]) VALUES ('CH26','53.365697','-3.065921')
[lng]) VALUES ('CH27','53.418339','-3.033129')
[lng]) VALUES ('CH28','53.400433','-3.111956')
[lng]) VALUES ('CH29','53.390338','-3.179391')
[lng]) VALUES ('CH30','53.379056','-3.098456')
[lng]) VALUES ('CH31','53.329738','-3.098885')
[lng]) VALUES ('CH32','53.361945','-2.99765')
[lng]) VALUES ('CH33','53.29055','-3.062639')
[lng]) VALUES ('CH34','53.281708','-2.908126')
[lng]) VALUES ('CH70','53.192746','-2.92259')
,,
[lng]) VALUES ('CH88','53.179571','-2.893891')
[lng]) VALUES ('CH99','53.178328','-2.894104')
[lng]) VALUES ('CM99','51.735856','0.473009')
[lng]) VALUES ('CT50','51.075701','1.149115')
[lng]) VALUES ('CW98','53.089331','-2.431667')
[lng]) VALUES ('DE99','52.915455','-1.46108')
[lng]) VALUES ('DH97','54.779259','-1.578053')
[lng]) VALUES ('DH98','54.934641','-1.615103')
[lng]) VALUES ('DH99','54.786173','-1.557144')
[lng]) VALUES ('DN55','53.512922','-1.125721')
[lng]) VALUES ('E77','51.513948','-0.069129')
[lng]) VALUES ('E98','51.513678','-0.060885')
[lng]) VALUES ('EC1P','51.524503','-0.112088')
[lng]) VALUES ('EC4P','51.524503','-0.112088')
[lng]) VALUES ('EC50','51.524503','-0.112088')
[lng]) VALUES ('EH91','55.923228','-3.305118')
[lng]) VALUES ('EH95','55.978621','-3.25352')
[lng]) VALUES ('EH99','55.955591','-3.17611')
[lng]) VALUES ('FY0','53.754603','-3.00801')
[lng]) VALUES ('G58','55.848424','-4.277233')
,,
[lng]) VALUES ('G70','55.949409','-3.988955')
[lng]) VALUES ('G75','55.729059','-4.186465')
[lng]) VALUES ('G79','55.771004','-4.223076')
[lng]) VALUES ('G9','55.868635','-4.241903')
[lng]) VALUES ('G90','55.872226','-4.233913')
[lng]) VALUES ('GU95','51.326293','-0.763075')
[lng]) VALUES ('IP98','52.376705','1.116422')
[lng]) VALUES ('KY99','56.059361','-3.444143')
[lng]) VALUES ('L67','53.42897','-2.958583')
[lng]) VALUES ('L68','53.473055','-2.96069')
[lng]) VALUES ('L71','53.439492','-2.971429')
[lng]) VALUES ('L72','53.4803','-2.988368')
[lng]) VALUES ('L73','53.406399','-2.975554')
[lng]) VALUES ('L74','53.393801','-2.988061')
[lng]) VALUES ('L75','53.438613','-2.985222')
[lng]) VALUES ('LE21','52.632649','-1.125237')
[lng]) VALUES ('LE41','52.654113','-1.121497')
[lng]) VALUES ('LE55','52.690357','-1.290318')
[lng]) VALUES ('LE87','52.596957','-1.154074')
[lng]) VALUES ('LE94','52.483686','-0.905523')
,,
[lng]) VALUES ('LE95','52.606176','-1.19056')
[lng]) VALUES ('LS88','53.750785','-1.538965')
[lng]) VALUES ('LS98','53.778778','-1.525004')
[lng]) VALUES ('LS99','53.78669','-1.592793')
[lng]) VALUES ('M50','53.479393','-2.304275')
[lng]) VALUES ('M99','53.484512','-2.234866')
[lng]) VALUES ('MK77','52.042089','-0.81887')
[lng]) VALUES ('N1P','51.538425','-0.103278')
[lng]) VALUES ('NE82','54.938084','-1.615518')
[lng]) VALUES ('NE83','54.934641','-1.615103')
[lng]) VALUES ('NE85','54.921656','-1.554823')
[lng]) VALUES ('NE88','54.941776','-1.614988')
[lng]) VALUES ('NE92','54.941776','-1.614988')
[lng]) VALUES ('NE98','54.972045','-1.598706')
[lng]) VALUES ('NG70','53.154588','-1.186926')
[lng]) VALUES ('NG80','52.916642','-1.159018')
[lng]) VALUES ('NG90','52.927165','-1.191062')
[lng]) VALUES ('NW1W','51.530784','-0.13543')
[lng]) VALUES ('OL95','53.556338','-2.105401')
[lng]) VALUES ('PH37','56.816195','-5.528405')
,,
[lng]) VALUES ('PL95','50.364357','-4.104633')
[lng]) VALUES ('PR0','53.758805','-2.683907')
[lng]) VALUES ('PR11','53.778126','-2.685436')
[lng]) VALUES ('S49','53.234341','-1.435594')
[lng]) VALUES ('S96','53.403018','-1.427504')
[lng]) VALUES ('S97','53.456228','-1.382546')
[lng]) VALUES ('S98','53.386626','-1.455184')
[lng]) VALUES ('S99','53.404294','-1.430992')
[lng]) VALUES ('SA80','51.647958','-3.924033')
[lng]) VALUES ('SA99','51.669997','-3.945445')
[lng]) VALUES ('SE1P','51.492762','-0.080152')
[lng]) VALUES ('SL95','51.497866','-0.532544')
[lng]) VALUES ('SN38','51.562764','-1.795298')
[lng]) VALUES ('SN99','51.556458','-1.755879')
[lng]) VALUES ('SS22','51.55698','0.706823')
[lng]) VALUES ('SS99','51.561368','0.608499')
[lng]) VALUES ('ST55','53.014751','-2.241151')
[lng]) VALUES ('SW99','51.472256','-0.115797')
[lng]) VALUES ('TR93','50.129387','-5.50275')
[lng]) VALUES ('UB18','51.500719','-0.402684')
,,
[lng]) VALUES ('WA55','53.401776','-2.619046')
[lng]) VALUES ('WA88','53.367973','-2.768674')
[lng]) VALUES ('WR78','52.197683','-2.223496')
[lng]) VALUES ('WR99','52.201033','-2.214399')
[lng]) VALUES ('YO90','53.9601','-1.089339')
[lng]) VALUES ('YO91','53.976598','-1.070367')
[lng]) VALUES ('E20','51.538611','-0.016389')
[lng]) VALUES ('B99','52.495953','-1.894214')
[lng]) VALUES ('BB94','53.915243','-2.138033')
[lng]) VALUES ('BD97','53.850509','-1.837421')
[lng]) VALUES ('BD98','53.837717','-1.780013')
[lng]) VALUES ('BD99','53.79447','-1.766539')
[lng]) VALUES ('SL60','51.518556','-0.714794')
[lng]) VALUES ('WF90','0','0')
[lng]) VALUES ('N81','0','0')
[lng]) VALUES ('SW95','0','0')
[lng]) VALUES ('RH77','0','0')
[lng]) VALUES ('WD99','0','0')
[lng]) VALUES ('CR90','0','0')
[lng]) VALUES ('SY99','0','0')
,,
[lng]) VALUES ('M61','0','0')
[lng]) VALUES ('SO97','0','0')
[lng]) VALUES ('ME99','0','0')
[lng]) VALUES ('CR44','0','0')
[lng]) VALUES ('PE99','0','0')
[lng]) VALUES ('CM92','0','0')
[lng]) VALUES ('CM98','0','0')
[lng]) VALUES ('AB99','0','0')
[lng]) VALUES ('NW26','0','0')
[lng]) VALUES ('NR99','0','0')
[lng]) VALUES ('N1C','0','0')
[lng]) VALUES ('CA99','54.890923','-2.943847')
[lng]) VALUES ('IV99','57.481338','-4.223951')
[lng]) VALUES ('BN91','0','0')
[lng]) VALUES ('SO25','0','0')
[lng]) VALUES ('DL98','0','0')
[lng]) VALUES ('EN77','0','0')
[lng]) VALUES ('WV99','0','0')
[lng]) VALUES ('WV98','0','0')
[lng]) VALUES ('S95','0','0')
,,
[lng]) VALUES ('PA80','0','0')
[lng]) VALUES ('L80','0','0')
[lng]) VALUES ('BS0','0','0')
