BRCcode,Taxon name,P1,LF1,W,Tjan,Tjul,Prec,Br Habitats,L,F,R,N,S
9201435,Parietaria judaica,p,hc,h,4.1,15.6,865,"16, 17",7,4,8,5,1
9201436,Paris quadrifolia,p,Gn,h,3.2,15.3,877,1,3,6,7,6,0
9201437,Parnassia palustris,p,hc,h,3.0,13.7,1236,11,8,8,7,3,0
9201440,Pastinaca sativa,b,hc,h,3.8,16.0,774,"3, 6, 7",7,4,7,5,0
9201441,Pedicularis palustris,b,hc,h,3.3,14.0,1226,11,8,8,5,2,0
9201442,Pedicularis sylvatica,p,hc,h,3.4,14.1,1202,"10, 12, 14",8,8,3,2,0
9201443,Pentaglottis sempervirens,p,hc,h,3.6,15.2,915,"1, 3, 17",6,5,6,7,0
9201521,Persicaria amphibia,p,Hy,h,3.7,14.9,986,"11, 13",7,10,6,6,0
9201525,Persicaria bistorta,p,hc,h,3.3,14.8,1021,6,6,7,6,6,0
9201530,Persicaria hydropiper,a,Th,h,3.7,14.8,1093,"11, 13, 14",7,7,6,6,0
9201531,Persicaria lapathifolia,a,Th,h,3.7,15.1,958,"4, 11",7,6,7,7,0
9201537,Persicaria maculosa,a,Th,h,3.6,14.6,1077,"3, 4",7,6,6,7,0
9201534,Persicaria minor,a,Th,h,3.6,15.2,1003,"13, 14",7,8,5,8,0
9201535,Persicaria mitis,a,Th,h,3.8,15.9,780,"13, 14",7,8,6,9,0
9201543,Persicaria vivipara,p,hc,h,1.6,12.2,1588,"7, 15",8,6,6,2,0
9201538,Persicaria wallichii,p,Gn,h,3.8,14.8,1149,3,8,4,5,6,0
9201445,Petasites albus,p,Gn,h,2.8,13.9,1000,"1, 3",5,5,5,7,0
9201446,Petasites fragrans,p,Gn,h,4.1,15.3,941,3,5,5,6,6,0
9201447,Petasites hybridus,p,Gn,h,3.6,14.8,1002,14,6,7,7,7,0
9201090.1,Petrorhagia nanteuilii,a,Th,h,5.3,16.7,774,19,9,2,6,1,3
9201090.2,Petrorhagia prolifera,a,Th,h,3.8,16.5,613,8,8,3,5,2,0
9201090,Petrorhagia prolifera sens.lat.,a,Th,h,5.3,16.7,774,"8, 19",8,3,6,2,1
9201449,Petroselinum crispum,b,hc,h,4.2,15.8,819,"3, 17",8,4,7,5,1
9201450,Petroselinum segetum,b,hc,h,4.1,16.2,751,"3, 4",8,5,8,6,0
9201451,Peucedanum officinale,p,hc,h,4.1,16.7,599,19,7,5,8,4,0
9201452,Peucedanum ostruthium,p,hc,h,2.6,13.5,1127,5,6,5,7,7,0
9201453,Peucedanum palustre,b,hc,h,3.6,16.1,631,11,7,9,7,5,0
9201454,Phalaris arundinacea,p,Hy,h,3.6,14.6,1044,"11, 14",7,9,7,7,1
9201455,Phalaris canariensis,a,Th,h,3.7,15.5,856,"3, 17",8,4,7,6,0
9201456,Phalaris minor,a,Th,h,4.1,15.9,760,"4, 17",8,5,6,5,0
9102053,Phegopteris connectilis,p,Gn,h,2.4,13.1,1515,"1, 16",4,6,4,4,0
9201460,Phleum alpinum,p,hc,h,-0.7,10.8,1770,"11, 15",8,5,6,4,0
9201459,Phleum arenarium,a,Th,h,4.5,15.3,918,19,9,3,5,3,1
9201461,Phleum bertolonii,p,hc,h,3.5,15.1,942,"3, 6",8,4,7,4,0
9201462,Phleum phleoides,p,hc,h,3.3,16.2,621,8,8,3,8,2,0
9201463,Phleum pratense,p,hc,h,3.5,14.8,1023,"3, 5, 6",8,5,7,6,0
9202247,Phleum pratense sens.lat.,p,hc,h,3.5,14.7,1047,"3, 5, 6",8,5,7,6,0
9201465,Phragmites australis,p,Hy,h,3.7,14.7,1055,11,7,10,7,6,2
9101466,Phyllitis scolopendrium,p,hc,h,3.8,14.8,1048,"1, 16",4,5,7,5,0
9201467,Phyllodoce caerulea,p,Ch,w,-1.1,10.6,1829,"10, 15",7,4,3,2,0
920616,Physospermum cornubiense,p,hc,h,5.4,15.5,1279,"1, 10",6,5,4,4,0
9201469,Phyteuma orbiculare,p,hc,h,3.9,16.3,806,7,7,4,8,3,0
9201468,Phyteuma spicatum,p,hc,h,4.1,16.4,826,"1, 3",5,5,6,5,0
9201470,Picea abies,p,Ph,w,3.2,14.7,1054,2,7,6,3,4,0
9202401,Picea sitchensis,p,Ph,w,3.2,14.1,1223,2,7,7,2,2,0
9201471,Picris echioides,a,Th,h,3.9,15.9,795,"3, 4",7,5,7,6,0
9201472,Picris hieracioides,p,hc,h,3.8,16.0,781,7,8,4,8,3,0
9204516,Pilosella aurantiaca,p,hc,h,3.4,14.9,985,"3, 17",8,4,6,2,0
9203083,Pilosella flagellaris,p,hc,h,3.5,11.5,1153,"3, 16",8,4,7,4,0
9203083.2,Pilosella flagellaris subsp.bicapitata,p,hc,h,3.5,11.5,1153,16,8,5,6,3,0
9203083.1,Pilosella flagellaris subsp.flagellaris,p,hc,h,3.0,14.9,786,3,8,4,7,4,0
920976,Pilosella officinarum,p,hc,h,3.5,14.5,1094,7,8,4,7,2,0
9203144,Pilosella peleteriana,p,hc,h,5.2,16.1,871,"7, 16",8,3,8,2,0
9101474,Pilularia globulifera,p,Hy,h,3.6,14.8,1040,13,8,10,4,2,0
9201475,Pimpinella major,p,hc,h,3.6,15.5,819,6,7,5,7,6,0
9201476,Pimpinella saxifraga,p,hc,h,3.6,15.0,968,7,7,4,7,3,0
9201477,Pinguicula alpina,p,hc,h,3.0,13.6,752,11,9,8,8,2,0
9201478,Pinguicula grandiflora,p,hc,h,5.1,14.7,1270,"10, 12",7,8,4,2,0
9201480,Pinguicula lusitanica,p,hc,h,3.9,13.7,1475,"10, 11",8,8,4,2,0
9201481,Pinguicula vulgaris,p,hc,h,3.0,13.6,1305,"11, 12",8,8,6,2,0
9202402,Pinus contorta,p,Ph,w,3.3,14.0,1302,2,7,5,5,2,0
9201482,Pinus nigra,p,Ph,w,3.7,15.5,889,"1, 2, 17, 19",7,3,5,2,0
9201484,Pinus sylvestris,p,Ph,w,0.8,11.7,1930,2,7,6,2,2,0
9204365,Pisum sativum,a,Th,h,4.0,15.6,896,"3, 4",7,4,7,7,0
9201485,Plantago coronopus,b,hc,h,4.1,14.8,1065,"3, 6, 18",8,6,6,4,2
9201487,Plantago lanceolata,p,hc,h,3.5,14.5,1105,"5, 6, 7",7,5,6,4,0
9201488,Plantago major,p,hc,h,3.5,14.5,1102,"3, 5",7,5,6,7,0
9201489,Plantago maritima,p,hc,h,3.8,14.0,1248,"15, 21",8,7,6,4,3
9201490,Plantago media,p,hc,h,3.5,15.6,804,7,8,4,7,3,0
9201492,Platanthera bifolia,p,Gn,h,3.5,14.3,1235,"1, 10",6,6,6,2,0
9201493,Platanthera chlorantha,p,Gn,h,3.4,14.7,1147,"1, 6",5,5,7,4,0
9201494,Poa alpina,p,hc,h,0.6,11.5,2142,15,7,5,7,3,0
9201506.2,Poa angustifolia,p,hc,h,3.7,15.8,790,"7, 8",7,5,7,5,0
9201495,Poa annua,a,Th,h,3.5,14.5,1105,"3, 4, 5, 6",7,5,6,7,1
9201497,Poa bulbosa,p,hc,h,4.6,16.4,741,19,8,3,5,2,0
9201498,Poa chaixii,p,hc,h,3.1,14.5,959,1,5,5,6,5,0
9201499,Poa compressa,p,hc,h,3.6,15.6,850,3,9,4,7,4,0
9201500,Poa flexuosa,p,hc,h,-0.6,10.5,1907,"15, 16",8,5,3,2,0
9201501,Poa glauca,p,hc,h,1.1,11.6,2252,"15, 16",7,5,6,3,0
9201506.5,Poa humilis,p,hc,h,3.4,14.3,1134,"6, 19",8,6,6,4,2
9201502,Poa infirma,a,Th,h,5.9,16.3,935,3,8,4,5,5,0
9201504,Poa nemoralis,p,hc,h,3.2,14.8,1015,1,4,5,6,5,0
9201505,Poa palustris,p,hc,h,3.7,15.2,948,"11, 13, 14",7,9,7,6,0
9201506,Poa pratensis sens.lat.,p,hc,h,3.5,14.5,1102,"3, 5, 6, 7",7,5,6,5,1
9201506.4,Poa pratensis sens.str.,p,hc,h,3.6,14.8,1017,"3, 5, 6, 7",7,5,6,5,0
9201507,Poa trivialis,p,hc,h,3.6,14.5,1095,"1, 3, 5, 6",7,6,6,6,0
9201508,Polemonium caeruleum,p,hc,h,1.9,13.9,1246,16,5,5,7,6,0
9201509,Polycarpon tetraphyllum,a,Th,h,6.3,16.3,923,"3, 4, 17",9,4,6,4,0
9201510,Polygala amarella,p,Ch,h,2.8,15.0,1037,7,9,6,9,1,0
9201512,Polygala calcarea,p,Ch,h,3.7,16.2,783,7,7,3,8,2,0
9201514,Polygala serpyllifolia,p,Ch,h,3.4,14.1,1200,"8, 10, 12",8,7,2,2,0
9201515,Polygala vulgaris,p,Ch,h,3.5,14.4,1114,7,8,5,6,3,0
9201516,Polygonatum multiflorum,p,Gn,h,3.6,16.0,829,1,4,5,7,6,0
9201518,Polygonatum odoratum,p,Gn,h,3.1,15.1,1091,"1, 16",5,3,7,3,0
9201519,Polygonatum verticillatum,p,Gn,h,1.2,13.1,1061,1,4,5,5,5,0
9201520,Polygonum arenastrum,a,Th,h,3.7,14.9,1008,"3, 4",7,5,7,6,0
9201523,Polygonum aviculare,a,Th,h,3.7,14.8,1039,"4, 17",7,5,6,7,0
9201522,Polygonum aviculare agg.,a,Th,h,3.6,14.6,1073,"3, 4, 17",7,5,7,6,0
9202269,Polygonum boreale,a,Th,h,3.6,12.4,1084,4,7,5,6,6,0
9201533,Polygonum maritimum,p,Ch,h,6.0,16.2,950,19,9,3,5,4,3
9201539,Polygonum oxyspermum,a,Th,h,4.6,14.8,1102,19,9,6,7,8,3
9201540,Polygonum rurivagum,a,Th,h,3.9,16.1,738,4,8,4,8,5,0
9101544.1,Polypodium cambricum,p,hc,h,4.4,15.1,1102,"3, 16",6,5,7,3,0
9101544.3,Polypodium interjectum,p,hc,h,3.9,14.9,1074,"1, 3, 16",5,5,5,3,0
9101544.2,Polypodium vulgare,p,hc,h,3.5,14.3,1158,"1, 3, 16",5,5,4,3,0
9101544,Polypodium vulgare sens.lat.,p,hc,h,3.5,14.4,1133,1,5,5,5,3,0
9201545,Polypogon monspeliensis,a,Th,h,4.3,16.6,661,6,8,8,7,6,3
9101546,Polystichum aculeatum,p,hc,h,3.2,14.4,1145,"1, 16",5,5,7,5,0
9101547,Polystichum lonchitis,p,hc,h,1.4,12.1,1857,"7, 15, 16",6,5,7,3,0
9101548,Polystichum setiferum,p,hc,h,4.1,15.0,1032,1,4,5,5,6,0
9201549,Populus alba,p,Ph,w,3.6,15.3,867,"3, 17, 19",6,6,7,6,0
9201551,Populus alba x tremula (P. x canescens),p,Ph,w,3.8,15.6,819,"1, 3",6,6,6,5,0
9204313,Populus nigra sens.lat.,p,Ph,w,3.6,15.7,800,"3, 14",6,8,7,7,0
9201555,Populus tremula,p,Ph,w,3.3,14.5,1102,"1, 16",6,5,5,6,0
9201557,Potamogeton acutifolius,p,Hy,h,4.0,16.4,702,13,7,12,7,6,0
9201558,Potamogeton alpinus,p,Hy,h,3.1,14.1,1188,13,7,12,6,5,1
9201559,Potamogeton berchtoldii,p,Hy,h,3.6,14.7,1027,"13, 14",7,12,6,5,0
9201561,Potamogeton coloratus,p,Hy,h,4.1,15.1,893,13,7,11,8,5,0
9201562,Potamogeton compressus,p,Hy,h,3.4,15.9,697,13,7,12,7,4,0
9201563,Potamogeton crispus,p,Hy,h,3.7,15.2,893,"13, 14",7,12,7,6,1
9201565,Potamogeton epihydrus,p,Hy,h,4.5,13.0,1288,13,8,12,5,1,0
9201566,Potamogeton filiformis,p,Hy,h,3.6,13.3,1109,13,7,12,7,5,1
9201567,Potamogeton friesii,p,Hy,h,3.6,15.4,782,13,7,12,7,5,0
9201568,Potamogeton gramineus,p,Hy,h,3.3,13.8,1170,"13, 14",7,12,6,3,0
9201582,Potamogeton gramineus x lucens (P. x zizii),p,Hy,h,3.5,14.3,1138,"13, 14",7,12,6,4,0
9201571,Potamogeton gramineus x perfoliatus (P. x nitens),p,Hy,h,3.5,13.6,1257,14,7,12,6,5,1
9201569,Potamogeton lucens,p,Hy,h,3.7,15.5,832,"13, 14",7,12,6,6,0
9201570,Potamogeton natans,p,Hy,h,3.5,14.5,1091,"11, 13, 14",7,11,6,4,0
9201572,Potamogeton nodosus,p,Hy,h,3.9,16.4,761,14,6,12,8,5,0
9201573,Potamogeton obtusifolius,p,Hy,h,3.4,14.7,994,13,7,12,6,5,0
9201574,Potamogeton pectinatus,p,Hy,h,3.8,15.3,844,"13, 14",6,12,7,7,2
9201575,Potamogeton perfoliatus,p,Hy,h,3.5,14.6,1026,"13, 14",7,12,6,5,1
9201576,Potamogeton polygonifolius,p,Hy,h,3.3,13.9,1254,"11, 12, 13",8,10,4,2,0
9201577,Potamogeton praelongus,p,Hy,h,3.2,14.1,1178,13,7,12,7,5,1
9201578,Potamogeton pusillus,p,Hy,h,3.6,15.1,877,13,7,12,7,6,1
9201579,Potamogeton rutilus,p,Hy,h,3.8,12.9,1115,"13, 14",7,12,7,5,0
9201581,Potamogeton trichoides,p,Hy,h,3.8,16.2,739,"13, 14",6,12,7,6,0
9201583,Potentilla anglica,p,hc,h,4.0,15.0,1045,6,7,5,5,5,0
9201584,Potentilla anserina,p,hc,h,3.6,14.6,1083,6,8,7,7,6,2
9201585,Potentilla argentea,p,hc,h,3.6,16.0,704,"3, 8",8,3,5,2,0
9201587,Potentilla crantzii,p,hc,h,0.7,12.0,1855,"7, 16",8,5,8,2,0
9201588,Potentilla erecta,p,hc,h,3.5,14.4,1118,8,7,7,3,2,0
9201589,Potentilla fruticosa,p,Pn,w,2.8,13.7,1366,16,8,6,8,2,0
9201597,Potentilla neumanniana,p,hc,h,3.1,14.7,994,"7, 16",7,3,8,1,0
9201592,Potentilla palustris,p,Gn,h,3.4,14.0,1186,11,8,9,5,3,0
9201594,Potentilla reptans,p,hc,h,3.8,15.1,959,6,7,5,7,5,0
9201595,Potentilla rupestris,p,hc,h,3.0,13.8,934,16,7,4,6,2,0
9201596,Potentilla sterilis,p,hc,h,3.6,14.7,1071,1,5,5,5,5,0
9201600,Primula elatior,p,hc,h,3.3,16.3,591,1,4,5,7,6,0
9201603,Primula farinosa,p,hc,h,2.2,13.8,1194,"7, 11",9,8,9,2,0
9201604,Primula scotica,p,hc,h,3.6,12.4,1026,"6, 19",9,4,7,2,1
9201605,Primula veris,p,hc,h,3.7,15.2,900,"6, 7",7,4,7,3,0
9201607,Primula vulgaris,p,hc,h,3.5,14.5,1108,"1, 16",5,5,6,4,0
9201610,Prunella vulgaris,p,hc,h,3.5,14.4,1106,"6, 7",7,5,6,4,0
9201611,Prunus avium,p,Ph,w,3.4,14.8,1024,1,4,5,6,6,0
9201612,Prunus cerasifera,p,Ph,w,3.7,15.8,803,"1, 3, 17",6,5,7,6,0
9201613,Prunus cerasus,p,Ph,w,3.9,15.2,961,"1, 3",6,5,6,5,0
9201614,Prunus domestica,p,Ph,w,3.7,15.2,928,"3, 17",7,5,7,6,0
9201615,Prunus laurocerasus,p,Ph,w,3.8,15.3,953,"1, 17",4,6,5,6,0
9202618,Prunus lusitanica,p,Ph,w,3.8,15.5,876,"1, 17",6,5,7,6,0
9201616,Prunus padus,p,Ph,w,2.7,13.8,1240,1,5,6,6,7,0
9201617,Prunus spinosa,p,Ph,w,3.7,14.8,1032,3,6,5,7,6,1
920556,Pseudofumaria lutea,p,hc,h,3.6,15.4,876,"3, 17",6,6,8,5,0
920947,Pseudorchis albida,p,Gn,h,2.6,13.0,1534,"7, 8",8,5,6,2,0
9201618,Pseudotsuga menziesii,p,Ph,w,3.4,15.0,1035,"1, 2, 17",6,6,4,4,0
9101619,Pteridium aquilinum,p,Gn,h,3.5,14.5,1109,"1, 9",6,5,3,3,0
9201620,Puccinellia distans,p,hc,h,4.1,14.9,859,"3, 21",8,8,7,7,4
9201621,Puccinellia fasciculata,p,hc,h,4.5,16.4,722,6,8,7,7,7,4
9201622,Puccinellia maritima,p,hc,h,4.1,14.4,1162,21,9,8,7,6,5
9201624,Puccinellia rupestris,a,Th,h,4.5,16.2,756,"6, 19",9,7,7,5,5
9201625,Pulicaria dysenterica,p,hc,h,4.0,15.5,885,"6, 11",7,7,7,4,0
9201626,Pulicaria vulgaris,a,Th,h,4.0,16.5,696,8,9,8,6,7,0
9201627,Pulmonaria longifolia,p,hc,h,4.7,16.5,810,"1, 3",6,4,6,5,0
9205437,Pulmonaria obscura,p,hc,h,3.2,16.1,577,1,4,6,8,7,0
9201628,Pulmonaria officinalis,p,hc,h,3.4,15.3,922,"1, 3, 17",5,5,8,6,0
920106,Pulsatilla vulgaris,p,hc,h,3.3,16.0,664,7,7,3,8,3,0
9201630,Pyrola media,p,hc,h,2.2,13.0,1197,"2, 10",5,4,5,2,0
9201631,Pyrola minor,p,hc,h,2.6,13.9,1089,"1, 16",5,5,4,2,0
9205438,Pyrola rotundifolia,p,hc,h,2.9,14.2,1072,"2, 19",6,7,7,3,0
9201633,Pyrus communis sens.lat.,p,Ph,w,3.8,15.9,801,"1, 3, 17",7,5,6,7,0
9205479,Pyrus communis sens.str.,p,Ph,w,,,,"3, 17",7,5,6,7,0
9201634,Pyrus cordata,p,Ph,w,5.4,15.9,1129,3,6,5,5,4,0
9201635,Quercus cerris,p,Ph,w,3.8,15.6,862,"1, 3, 17",6,4,6,6,0
9201637,Quercus ilex,p,Ph,w,4.1,15.9,824,"1, 17, 19",6,3,7,4,1
9201638,Quercus petraea,p,Ph,w,3.5,14.6,1136,1,6,6,3,4,0
9201640,Quercus robur,p,Ph,w,3.5,14.7,1049,"1, 3",7,5,5,4,0
9201641,Radiola linoides,a,Th,h,4.2,14.7,1061,10,8,7,4,2,1
9201642,Ranunculus acris,p,hc,h,3.5,14.4,1106,"5, 6",7,6,6,4,0
9201643.1,Ranunculus aquatilis,a,Hz,h,3.6,15.2,860,"13, 14",7,11,7,5,0
9201643,Ranunculus aquatilis sens.lat.,a,Hz,h,3.6,15.3,860,"13, 14",7,11,7,5,0
9201644,Ranunculus arvensis,a,Th,h,3.7,15.9,742,4,7,5,7,6,0
9201645,Ranunculus auricomus,p,hc,h,3.3,15.1,922,1,6,7,6,5,0
9201646,Ranunculus baudotii,a,Hz,h,4.4,15.3,905,13,7,11,7,6,4
9201647,Ranunculus bulbosus,p,hc,h,3.6,14.8,1004,"6, 7",7,4,7,4,0
9201648,Ranunculus circinatus,p,Hy,h,3.7,15.8,753,"13, 14",7,12,7,7,0
9201649,Ranunculus ficaria,p,Gn,h,3.6,14.5,1084,"1, 3",6,6,6,6,0
9201651,Ranunculus flammula,p,hc,h,3.5,14.4,1122,11,7,9,5,3,0
9201652,Ranunculus fluitans,p,Hy,h,3.3,15.4,798,14,7,12,7,6,0
9201653,Ranunculus hederaceus,a,Hz,h,3.6,14.5,1093,"11, 13",7,10,5,5,0
9201655,Ranunculus lingua,p,hc,h,3.7,15.2,868,11,7,10,6,7,0
9201657,Ranunculus muricatus,a,Th,h,5.0,15.6,864,4,7,4,5,5,0
9201654,Ranunculus omiophyllus,a,Hz,h,3.7,14.7,1180,11,7,10,5,4,0
9201658,Ranunculus ophioglossifolius,a,Th,h,4.9,16.5,824,13,7,8,7,5,0
9201650,Ranunculus paludosus,p,hc,h,6.1,16.9,843,6,8,7,6,3,0
9201659,Ranunculus parviflorus,a,Th,h,4.3,16.0,834,6,7,5,6,5,0
9201643.2,Ranunculus peltatus,a,Hz,h,3.5,15.2,908,"11, 13, 14",7,11,5,6,0
9201643.3,Ranunculus penicillatus,p,Hy,h,3.8,15.2,942,14,7,12,8,5,0
9201660,Ranunculus repens,p,hc,h,3.5,14.5,1105,"3, 5, 6",6,7,6,7,0
9201661,Ranunculus reptans,p,hc,h,2.6,13.7,1467,13,8,9,6,2,0
9201662,Ranunculus sardous,a,Th,h,4.1,15.9,800,"3, 6, 13",8,7,6,7,2
9201663,Ranunculus sceleratus,a,Th,h,3.8,15.4,861,"11, 13, 14",8,8,8,8,2
9201664,Ranunculus trichophyllus,a,Hz,h,3.7,15.2,861,"11, 13",7,12,6,6,0
9201665,Ranunculus tripartitus,a,Hz,h,5.2,15.8,1024,13,9,10,6,3,0
9205481,Raphanus raphanistrum,a,Th,h,4.6,15.0,1079,"4, 19",7,5,6,6,0
9201666,Raphanus raphanistrum subsp.maritimus,b,hc,h,4.7,15.1,1093,19,7,4,7,5,3
9201667,Raphanus raphanistrum subsp.raphanistrum,a,Th,h,3.6,15.0,941,4,7,5,6,6,0
9201672,Reseda lutea,p,hc,h,3.6,15.7,808,3,7,4,7,5,0
9201673,Reseda luteola,b,hc,h,3.8,15.3,879,"3, 17",7,4,8,6,0
9201675,Rhamnus cathartica,p,Ph,w,3.6,15.8,783,"1, 3",7,5,7,6,0
9201683,Rhinanthus angustifolius,a,Th,h,3.1,14.6,809,"3, 4, 7",7,6,7,2,0
9201678,Rhinanthus minor,a,Th,h,3.5,14.4,1115,6,7,5,6,4,0
9201687,Rhododendron ponticum,p,Ph,w,3.5,14.6,1111,"1, 10, 16",5,5,3,3,0
9201691,Rhynchospora alba,p,hc,h,3.6,14.0,1400,12,8,9,2,1,0
9201692,Rhynchospora fusca,p,hc,h,4.4,14.7,1205,12,9,9,3,1,0
9201693,Ribes alpinum,p,Pn,w,2.3,14.2,1084,"1, 3, 16",5,5,8,6,0
9201694,Ribes nigrum,p,Pn,w,3.4,14.9,995,"1, 3, 14",5,9,6,6,0
9201696,Ribes rubrum,p,Pn,w,3.3,15.1,944,1,5,7,7,6,0
9201695,Ribes spicatum,p,Pn,w,2.0,13.2,1095,"1, 16",4,6,7,6,0
9201697,Ribes uva-crispa,p,Pn,w,3.4,14.8,1006,"1, 3",5,5,7,6,0
9201698,Robinia pseudoacacia,p,Ph,w,3.7,16.0,748,"3, 17",7,4,6,6,0
9201700,Romulea columnae,p,Gn,h,6.2,16.5,842,"18, 19",9,4,5,2,0
9201701,Rorippa amphibia,p,Hy,h,3.7,15.7,772,"11, 13, 14",8,10,7,8,0
9202546,Rorippa islandica,a,Th,h,4.0,14.1,1266,13,8,8,7,6,0
9201346,Rorippa microphylla,p,Hy,h,3.7,15.0,932,"13, 14",7,10,7,6,0
9201347,Rorippa nasturtium-aquaticum,p,Hy,h,3.9,15.0,988,"13, 14",7,10,7,7,0
9201348,Rorippa nasturtium-aquaticum agg.,p,Hy,h,3.7,14.8,1027,"11, 13, 14",7,10,7,7,0
9201703,Rorippa palustris,a,Th,h,3.6,15.2,914,"11, 13",8,8,7,7,0
9201704,Rorippa sylvestris,p,hc,h,3.6,15.4,886,"11, 14",8,8,7,7,0
9201706,Rosa agrestis,p,Pn,w,4.1,15.6,836,7,8,3,8,3,0
9201707,Rosa arvensis,p,Pn,w,3.9,15.4,910,3,6,4,7,5,0
9207533,Rosa caesia,p,Pn,w,2.8,13.8,1151,"1, 3",8,3,7,3,0
9201708,Rosa canina agg.,p,Pn,w,3.7,15.1,993,"1, 3",6,5,7,6,0
9201709,Rosa canina sens.str.,p,Pn,w,3.7,15.1,993,"1, 3",6,5,7,6,0
9201712,Rosa micrantha,p,Pn,w,4.2,15.9,872,"1, 3, 7",6,3,7,3,0
9201723,Rosa mollis,p,Pn,w,2.5,13.6,1138,"1, 3, 16",5,5,7,4,0
9201722,Rosa mollis agg.,p,Pn,w,3.4,14.1,1189,"1, 3, 16",5,5,7,4,0
9201713,Rosa obtusifolia,p,Pn,w,3.6,16.1,728,"1, 3",7,4,8,4,0
9201719,Rosa pimpinellifolia,p,Ch,w,3.8,14.4,1124,"10, 16, 19",8,3,6,3,0
9201715,Rosa rubiginosa,p,Pn,w,3.6,15.1,845,"3, 7",7,3,8,3,0
9201714,Rosa rubiginosa agg.,p,Pn,w,3.6,15.2,850,"3, 7",7,3,8,3,0
9201716,Rosa rugosa,p,Pn,w,3.8,15.0,967,"3, 18, 19",8,3,6,3,2
9201718,Rosa sherardii,p,Pn,w,3.4,14.2,1188,"1, 3, 16",6,5,6,4,0
9201720,Rosa stylosa,p,Pn,w,4.3,16.1,847,"1, 3",7,4,8,4,0
9201721,Rosa tomentosa,p,Pn,w,3.7,15.8,842,"1, 3",7,4,7,4,0
9201725,Rubia peregrina,p,hc,sw,5.2,15.7,1031,1,6,4,8,5,0
9202293,Rubus arcticus,p,hc,h,0.6,11.2,1782,10,7,5,7,4,0
9201726,Rubus caesius,p,Ch,w,3.8,15.6,851,3,7,7,7,6,0
9201727,Rubus chamaemorus,p,hc,h,1.1,12.2,1594,"10, 12",9,7,1,1,0
9201728,Rubus fruticosus agg.,p,Pn,w,3.6,14.6,1089,"1, 3",6,6,6,6,0
9201729,Rubus idaeus,p,Pn,w,3.4,14.5,1095,1,6,5,5,5,0
9201730,Rubus saxatilis,p,hc,h,2.4,13.0,1514,"1, 7, 16",7,5,7,4,0
9201731,Rubus spectabilis,p,Pn,w,3.4,13.8,1162,"1, 3",6,6,5,5,0
9201734,Rumex acetosa,p,hc,h,3.5,14.4,1105,"5, 6",7,5,5,4,0
9201735,Rumex acetosella,p,hc,h,3.5,14.4,1110,"8, 9, 16",7,5,4,3,0
9201739,Rumex aquaticus,p,hc,h,2.7,13.8,1795,"11, 13, 14",7,9,7,7,0
9201741,Rumex conglomeratus,p,hc,h,3.9,15.2,953,"11, 14",8,8,7,7,0
9201742,Rumex crispus,p,hc,h,3.6,14.5,1087,"3, 6, 19",8,6,7,6,2
9201745,Rumex hydrolapathum,p,hc,h,3.9,15.7,812,11,7,10,7,6,0
9201746,Rumex longifolius,p,hc,h,2.3,13.0,1174,"3, 13",7,6,7,7,0
9201747,Rumex maritimus,a,Th,h,3.7,15.9,709,"13, 14",8,9,7,7,0
9201748,Rumex obtusifolius,p,hc,h,3.6,14.5,1100,"3, 5, 17",7,5,7,9,0
9201749,Rumex palustris,p,hc,h,3.6,16.2,637,13,7,8,7,8,0
9201737,Rumex pseudoalpinus,p,hc,h,2.4,13.7,1052,"3, 17",7,6,7,9,0
9201751,Rumex pulcher,p,hc,h,4.2,16.3,772,"3, 5, 6",7,6,7,7,0
9201752,Rumex rupestris,p,hc,h,6.1,16.1,1000,"18, 19",7,8,5,5,0
9201753,Rumex sanguineus,p,hc,h,3.8,15.0,1003,1,5,7,7,7,0
9201759,Ruppia cirrhosa,p,Hy,h,4.4,15.5,841,21,7,12,7,5,4
9201758,Ruppia maritima,p,Hy,h,4.3,14.8,1063,21,9,11,8,8,4
9201760,Ruscus aculeatus,p,Pn,w,4.3,16.4,782,"1, 3",4,5,4,4,0
9202559,Sagina apetala,a,Th,h,3.7,14.9,989,17,9,4,6,3,0
9201765,Sagina maritima,a,Th,h,4.4,14.5,1072,"18, 19",9,7,7,4,4
9201764,Sagina nivalis,p,Ch,h,-0.2,11.4,2256,15,8,7,8,1,0
9201766,Sagina nodosa,p,Ch,h,3.6,14.3,1089,"11, 19",8,7,7,3,1
9201767,Sagina procumbens,p,hc,h,3.5,14.4,1106,"6, 16, 17",7,6,6,5,1
9201768,Sagina saginoides,p,Ch,h,0.2,11.2,1851,"7, 15",8,7,6,2,0
9201769,Sagina subulata,p,Ch,h,3.7,13.9,1291,"8, 10",8,6,6,4,0
9201771,Sagittaria sagittifolia,p,Hy,h,3.7,15.8,747,"13, 14",7,11,7,6,0
9202242,Salicornia,a,Th,h,4.3,14.9,1107,21,9,7,8,6,8
9201774,Salicornia dolichostachya,a,Th,h,4.3,15.7,854,21,9,8,8,6,9
9201775,Salicornia europaea,a,Th,h,4.5,15.2,1038,21,9,8,8,6,9
9204326,Salicornia europaea agg.,a,Th,h,4.5,15.2,1038,21,9,8,8,6,9
9201776,Salicornia fragilis,a,Th,h,4.5,15.7,884,21,9,8,8,6,9
9201778,Salicornia nitens,a,Th,h,4.2,15.7,821,21,9,7,8,6,9
9201779,Salicornia obscura,a,Th,h,4.1,16.4,712,21,9,8,8,6,9
