species,mycorrhiza type,
Acmella calva,non-AM; others not addressed,
Acmella calva,non-mycorrhizal (checked for all types),
Acmella calva,AM; others not addressed,
Acmella paniculata,AM; no others,
Acmella uliginosa,AM; others not addressed,
Acmena,AM; no others,
Acmena hemilampra,AM; no others,
Acmispon brachycarpus,AM; others not addressed,
Acmispon subpinnatus,AM; others not addressed,
Acoelorrhaphe wrightii,AM; no others,
Acomastylis elata var. elata,AM; others not addressed,
Aconitum anthora,AM; others not addressed,
Aconitum chasmanthum,AM; others not addressed,
Aconitum columbianum,AM; no others,
Aconitum delphinifolium,AM; others not addressed,
Aconitum delphinifolium,AM; others not addressed,
Aconitum firmum,AM; no others,
Aconitum japonicum,AM; others not addressed,
Aconitum loczyanum,AM; others not addressed,
Aconitum napellus,AM; others not addressed,
Aconitum napellus,non-mycorrhizal (checked for all types),
Aconitum nasutum,AM; others not addressed,
Aconitum nasutum,AM; others not addressed,
Aconitum nasutum,AM; others not addressed,
Aconitum nasutum,non-mycorrhizal (checked for all types),
Aconitum nasutum,AM; others not addressed,
Aconitum pascoi,AM; others not addressed,
Aconitum rotundifolium,AM; others not addressed,
Aconitum rotundifolium,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum septentrionale,AM; others not addressed,
Aconitum soongaricum,non-AM; others not addressed,
Acorus calamus,AM; no others,
Acorus calamus,AM; others not addressed,
Acorus calamus,non-mycorrhizal (checked for all types),
Acorus calamus,non-mycorrhizal (checked for all types),
Acorus calamus,AM; no others,
Acorus calamus,AM; no others,
Acorus calamus var. angustatus,non-mycorrhizal (checked for all types),
Acorus gramineus,non-mycorrhizal (checked for all types),
Acosmium dasycarpum,AM; others not addressed,
Acrocarpus fraxinifolius,AM; others not addressed,
Acronychia acronychioides,AM; no others,
Acronychia pedunculata,AM; others not addressed,
Acronychia pedunculata,AM; others not addressed,
Acronychia pedunculata,AM; no others,
Acronychia pedunculata,AM; others not addressed,
Acrophorus stipellatus,AM; others not addressed,
Acrorumohra diffracta,AM; others not addressed,
Acrostichum aureum,AM; others not addressed,
Acrostichum aureum,AM; no others,
Acrostichum aureum,AM; no others,
Acrostichum aureum,AM; no others,
Acrostichum sinense,AM; others not addressed,
Acrosticum aureum,non-mycorrhizal (checked for all types),
Acrotriche serrulata,ErM,
Actaea japonica,AM; others not addressed,
Actaea pachypoda,AM; no others,
Actaea rubra,AM; no others,
Actaea rubra,AM; no others,
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actaea spicata,non-mycorrhizal (checked for all types),
Actaea spicata,AM; others not addressed,
Actaea spicata,non-mycorrhizal (checked for all types),
Actaea spicata,AM; others not addressed,
Actaea spicata,AM; others not addressed,
Actephila lindleyi,non-mycorrhizal (checked for all types),
Actinidia arguta,AM; others not addressed,
Actinidia arguta,AM; others not addressed,
Actinidia chinensis,AM; others not addressed,
Actinidia deliciosa,AM; others not addressed,
Actinidia kolomikta,non-mycorrhizal (checked for all types),
Actinidia polygama,non-mycorrhizal (checked for all types),
Actinidia polygama,AM; others not addressed,
Actiniopteris radiata,AM; others not addressed,
Actiniopteris radiata,AM; others not addressed,
Actiniopteris radiata,AM; others not addressed,
Actiniopteris radiata,AM; no others,
Actinobole condensatum,AM; no others,
Actinobole uliginosum,AM; no others,
Actinobole uliginosum,AM; no others,
Actinocephalus pachyphyllus,AM; no others,
Actinodaphne henryi,AM; others not addressed,
Actinodaphne lancifolia,AM; others not addressed,
Actinoscirpus grossus,non-AM; others not addressed,
Actinoscirpus grossus,non-mycorrhizal (checked for all types),
Actinostachys pennula,AM; others not addressed,
Actinostemon  concolor ,AM; others not addressed,
Actinostemon  concolor ,AM; others not addressed,
Actinostemon  concolor ,AM; others not addressed,
Actinostemon concolor,AM; others not addressed,
Actinostemon concolor,AM; others not addressed,
Actinostrobus acuminatus,non-EcM; others not addressed,
Actinostrobus pyramidalis,AM; no others,
Actinostrobus pyramidalis,non-EcM; others not addressed,
Actinotus helianthi,AM; others not addressed,
Actinotus minor,AM; others not addressed,
Actinotus minor,AM; others not addressed,
Acystopteris tenuisecta,AM; others not addressed,
Adansonia digitata,AM; others not addressed,
Adelia brandegeei,AM; others not addressed,
Adelia brandegeei,AM; no others,
Adenanthera pavonina,AM; no others,
Adenanthera pavonina,AM; no others,
Adenanthera pavonina,AM; no others,
Adenanthera pavonina,AM; no others,
Adenanthera pavonina,AM; others not addressed,
Adenanthera pavonina,AM; no others,
Adenanthera pavonina,AM; no others,
Adenanthos barbigerus,non-mycorrhizal (checked for all types),
Adenanthos barbigerus,non-mycorrhizal (checked for all types),
Adenium obesum,AM; others not addressed,
Adenium obesum,AM; others not addressed,
Adenocaulon bicolor,AM; others not addressed,
Adenocaulon chilense,AM; no others,
Adenocaulon himalaicum,AM; others not addressed,
Adenophora liliifolia,AM; others not addressed,
Adenophora liliifolia,AM; others not addressed,
Adenophora liliifolia,AM; others not addressed,
Adenophora liliifolia,AM; others not addressed,
Adenophora liliifolia,AM; others not addressed,
Adenophora remotiflora,AM; others not addressed,
Adenophora triphylla,non-AM; others not addressed,
Adenophora triphylla,AM; others not addressed,
Adenostoma fasciculatum,"EcM,AM",
Adenostoma fasciculatum,"EcM,AM",
Adenostyles alliariae,non-mycorrhizal (checked for all types),
Adesmia,non-mycorrhizal (checked for all types),
Adesmia filifolia,AM; others not addressed,
Adesmia longipes,AM; no others,
Adesmia retusa,AM; no others,
Adesmia tenella,AM; others not addressed,
Adiantum,AM; no others,
Adiantum,AM; others not addressed,
Adiantum andicola,AM; others not addressed,
Adiantum andicola,non-mycorrhizal (checked for all types),
Adiantum andicola,AM; others not addressed,
Adiantum andicola,AM; no others,
Adiantum bonatianum,AM; others not addressed,
Adiantum capillus-veneris,non-mycorrhizal (checked for all types),
Adiantum capillus-veneris,AM; no others,
Adiantum capillus-veneris,AM; no others,
Adiantum capillus-veneris,non-mycorrhizal (checked for all types),
Adiantum capillus-veneris,AM; others not addressed,
Adiantum capillus-veneris,non-mycorrhizal (checked for all types),
Adiantum capillus-veneris,AM; others not addressed,
Adiantum capillus-veneris,AM; others not addressed,
Adiantum capillus-veneris,non-mycorrhizal (checked for all types),
Adiantum caudatum,AM; others not addressed,
Adiantum caudatum,AM; no others,
Adiantum chilense var. sulphureum,AM; no others,
Adiantum chilense var. sulphureum,AM; no others,
Adiantum concinnum,non-mycorrhizal (checked for all types),
Adiantum cunninghamii,AM; no others,
Adiantum diaphanum,AM; no others,
Adiantum edgeworthii,AM; others not addressed,
Adiantum edgeworthii,AM; others not addressed,
Adiantum flabellulatum,AM; others not addressed,
Adiantum flabellulatum,AM; others not addressed,
Adiantum flabellulatum,non-mycorrhizal (checked for all types),
Adiantum fulvum,AM; no others,
Adiantum hispidulum,AM; no others,
Adiantum hispidulum,AM; others not addressed,
Adiantum hispidulum,AM; others not addressed,
Adiantum hispidulum,AM; others not addressed,
Adiantum hispidulum,AM; no others,
Adiantum humile,AM; no others,
Adiantum humile,AM; no others,
Adiantum humile,AM; no others,
Adiantum incisum,AM; others not addressed,
Adiantum incisum,AM; others not addressed,
Adiantum incisum,AM; others not addressed,
Adiantum incisum,AM; no others,
Adiantum lunulatum,AM; others not addressed,
Adiantum lunulatum,AM; no others,
Adiantum lunulatum,AM; no others,
Adiantum malesianum,AM; others not addressed,
Adiantum monochlamys,AM; others not addressed,
Adiantum pedatum,AM; no others,
Adiantum pedatum,non-mycorrhizal (checked for all types),
Adiantum pedatum,non-mycorrhizal (checked for all types),
Adiantum pedatum,AM; no others,
Adiantum pedatum,AM; no others,
Adiantum poiretii,non-mycorrhizal (checked for all types),
Adiantum raddianum,AM; no others,
Adiantum raddianum,AM; no others,
Adiantum raddianum,AM; others not addressed,
Adiantum raddianum,AM; others not addressed,
Adiantum raddianum,AM; others not addressed,
Adiantum raddianum,AM; others not addressed,
Adiantum raddianum,AM; others not addressed,
Adiantum raddianum,AM; no others,
Adiantum trapeziforme,non-mycorrhizal (checked for all types),
Adiantum zollingeri,AM; no others,
Adonis aestivalis,AM; others not addressed,
Adonis aestivalis subparviflora,AM; others not addressed,
Adonis amurensis,AM; others not addressed,
Adonis turkestanica,AM; others not addressed,
Adonis turkestanica,AM; others not addressed,
Adonis vernalis,AM; others not addressed,
Adonis vernalis,AM; others not addressed,
Adonis vernalis,AM; others not addressed,
Adoxa moschatellina,AM; others not addressed,
Adoxa moschatellina,AM; others not addressed,
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,AM; others not addressed,
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Adoxa moschatellina,non-mycorrhizal (checked for all types),
Aechmea,non-mycorrhizal (checked for all types),
Aechmea calyculata,non-mycorrhizal (checked for all types),
Aechmea calyculata,non-mycorrhizal (checked for all types),
Aechmea caudata,non-mycorrhizal (checked for all types),
Aechmea caudata,non-mycorrhizal (checked for all types),
Aechmea nudicaulis,non-mycorrhizal (checked for all types),
Aechmea recurvata,non-mycorrhizal (checked for all types),
Aechmea stelligera,non-mycorrhizal (checked for all types),
Aegialitis rotundifolia,non-mycorrhizal (checked for all types),
Aegiceras corniculatum,non-AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,non-AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,non-AM; others not addressed,
Aegiceras corniculatum,non-AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,non-mycorrhizal (checked for all types),
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; others not addressed,
Aegiceras corniculatum,AM; no others,
Aegiceras corniculatum,AM; no others,
Aegiceras corniculatum,AM; no others,
Aegiceras corniculatum,AM; no others,
Aegiceras corniculatum,AM; no others,
Aegilops crassa,AM; others not addressed,
Aegilops crassa,AM; others not addressed,
Aegilops cylindrica,non-mycorrhizal (checked for all types),
Aegilops cylindrica,non-mycorrhizal (checked for all types),
Aegilops juvenalis,AM; others not addressed,
Aegilops speltoides,AM; others not addressed,
Aegilops speltoides,AM; no others,
Aegilops tauschii,AM; others not addressed,
Aegilops tauschii,AM; others not addressed,
Aegilops tauschii,AM; others not addressed,
Aegilops triuncialis,AM; others not addressed,
Aegilops triuncialis,non-mycorrhizal (checked for all types),
Aegilops triuncialis,non-mycorrhizal (checked for all types),
Aegiphila sellowiana,AM; others not addressed,
Aegiphila sellowiana,AM; others not addressed,
Aegiphila sellowiana,AM; others not addressed,
Aegiphila verticillata,AM; others not addressed,
Aegiphila verticillata,AM; no others,
Aegle marmelos,AM; others not addressed,
Aegle marmelos,non-AM; others not addressed,
Aegle marmelos,AM; others not addressed,
Aegle marmelos,AM; others not addressed,
Aegle marmelos,AM; no others,
Aegle marmelos,AM; no others,
Aegle marmelos,AM; no others,
Aegle marmelos,AM; no others,
Aegle marmelos,AM; no others,
Aegopodium alpestre,AM; others not addressed,
Aegopodium alpestre,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,non-mycorrhizal (checked for all types),
Aegopodium podagraria,AM; no others,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,non-mycorrhizal (checked for all types),
Aegopodium podagraria,non-mycorrhizal (checked for all types),
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aegopodium podagraria,AM; others not addressed,
Aeluropus lagopoides,non-AM; others not addressed,
Aeluropus lagopoides,non-mycorrhizal (checked for all types),
Aeluropus lagopoides,non-mycorrhizal (checked for all types),
Aeluropus littoralis,AM; others not addressed,
Aeluropus littoralis,AM; others not addressed,
Aeonium decorum,AM; others not addressed,
Aerva javanica,non-AM; others not addressed,
Aerva javanica,non-AM; others not addressed,
Aerva javanica,AM; others not addressed,
Aerva javanica,non-mycorrhizal (checked for all types),
Aerva javanica,AM; others not addressed,
Aerva javanica,non-mycorrhizal (checked for all types),
Aerva javanica,non-mycorrhizal (checked for all types),
Aerva javanica,AM; no others,
Aerva javanica,AM; no others,
Aerva javanica,AM; no others,
Aerva javanica var. bovei,non-mycorrhizal (checked for all types),
Aerva lanata,non-AM; others not addressed,
Aerva lanata,non-mycorrhizal (checked for all types),
Aerva lanata,non-AM; others not addressed,
Aerva lanata,non-mycorrhizal (checked for all types),
Aerva lanata,non-mycorrhizal (checked for all types),
