Site,Plot,Nest,cover,Amalgams,Yr,species,flag,alpha
75,11,2,100.0,920607.0,2,Dactylis glomerata,0.0,16
75,12,2,50.0,920607.0,2,Dactylis glomerata,0.0,24
77,4,2,50.0,920607.0,2,Dactylis glomerata,0.0,29
79,15,4,50.0,920607.0,2,Dactylis glomerata,0.0,24
81,8,2,5.0,920607.0,2,Dactylis glomerata,0.0,29
81,9,1,50.0,920607.0,2,Dactylis glomerata,0.0,16
81,12,5,50.0,920607.0,2,Dactylis glomerata,0.0,22
81,14,1,50.0,920607.0,2,Dactylis glomerata,0.0,11
81,15,1,50.0,920607.0,2,Dactylis glomerata,0.0,17
83,6,3,50.0,920607.0,2,Dactylis glomerata,0.0,41
83,7,5,100.0,920607.0,2,Dactylis glomerata,0.0,37
83,8,5,50.0,920607.0,2,Dactylis glomerata,0.0,20
83,12,1,100.0,920607.0,2,Dactylis glomerata,0.0,31
83,13,3,50.0,920607.0,2,Dactylis glomerata,0.0,36
83,14,5,50.0,920607.0,2,Dactylis glomerata,0.0,24
83,15,1,100.0,920607.0,2,Dactylis glomerata,0.0,48
85,12,5,100.0,920607.0,2,Dactylis glomerata,0.0,14
85,15,3,100.0,920607.0,2,Dactylis glomerata,0.0,18
86,7,1,100.0,920607.0,2,Dactylis glomerata,0.0,24
87,2,5,50.0,920607.0,2,Dactylis glomerata,0.0,9
87,5,2,100.0,920607.0,2,Dactylis glomerata,0.0,15
87,7,2,100.0,920607.0,2,Dactylis glomerata,0.0,19
87,11,1,10.0,920607.0,2,Dactylis glomerata,0.0,9
87,12,3,100.0,920607.0,2,Dactylis glomerata,0.0,11
94,12,4,50.0,920607.0,2,Dactylis glomerata,0.0,45
95,4,2,50.0,920607.0,2,Dactylis glomerata,0.0,24
96,5,4,50.0,920607.0,2,Dactylis glomerata,0.0,18
97,5,2,50.0,920607.0,2,Dactylis glomerata,0.0,18
98,1,5,50.0,920607.0,2,Dactylis glomerata,0.0,31
98,9,5,50.0,920607.0,2,Dactylis glomerata,0.0,19
98,10,2,5.0,920607.0,2,Dactylis glomerata,0.0,31
98,14,1,5.0,920607.0,2,Dactylis glomerata,0.0,42
98,16,3,10.0,920607.0,2,Dactylis glomerata,0.0,35
99,4,4,50.0,920607.0,2,Dactylis glomerata,0.0,6
103,2,2,100.0,920607.0,2,Dactylis glomerata,0.0,15
103,5,3,50.0,920607.0,2,Dactylis glomerata,0.0,16
103,8,2,100.0,920607.0,2,Dactylis glomerata,0.0,38
103,9,1,50.0,920607.0,2,Dactylis glomerata,0.0,11
1,1,1,15.0,920816.0,1,Festuca gigantea,0.0,8
1,2,3,5.0,920816.0,1,Festuca gigantea,0.0,12
1,3,3,50.0,920816.0,1,Festuca gigantea,0.0,4
1,4,3,100.0,920816.0,1,Festuca gigantea,0.0,13
1,5,3,100.0,920816.0,1,Festuca gigantea,0.0,11
1,6,5,50.0,920816.0,1,Festuca gigantea,0.0,15
1,8,5,50.0,920816.0,1,Festuca gigantea,0.0,6
1,9,1,100.0,920816.0,1,Festuca gigantea,0.0,15
1,10,1,5.0,920816.0,1,Festuca gigantea,0.0,16
1,11,2,100.0,920816.0,1,Festuca gigantea,0.0,9
1,12,5,50.0,920816.0,1,Festuca gigantea,0.0,12
1,13,3,100.0,920816.0,1,Festuca gigantea,0.0,10
1,14,3,100.0,920816.0,1,Festuca gigantea,0.0,18
1,15,1,5.0,920816.0,1,Festuca gigantea,0.0,15
1,16,1,10.0,920816.0,1,Festuca gigantea,0.0,12
8,1,5,50.0,920816.0,1,Festuca gigantea,0.0,27
8,2,2,50.0,920816.0,1,Festuca gigantea,0.0,23
8,3,1,100.0,920816.0,1,Festuca gigantea,0.0,29
8,6,5,50.0,920816.0,1,Festuca gigantea,0.0,30
8,7,5,50.0,920816.0,1,Festuca gigantea,0.0,27
8,9,4,50.0,920816.0,1,Festuca gigantea,0.0,34
8,12,5,50.0,920816.0,1,Festuca gigantea,0.0,34
8,13,5,50.0,920816.0,1,Festuca gigantea,0.0,30
9,7,4,50.0,920816.0,1,Festuca gigantea,0.0,19
9,9,2,50.0,920816.0,1,Festuca gigantea,0.0,28
9,10,1,100.0,920816.0,1,Festuca gigantea,0.0,27
9,11,2,50.0,920816.0,1,Festuca gigantea,0.0,22
9,12,2,100.0,920816.0,1,Festuca gigantea,0.0,17
9,13,4,50.0,920816.0,1,Festuca gigantea,0.0,19
9,15,2,100.0,920816.0,1,Festuca gigantea,0.0,19
11,1,4,100.0,920816.0,1,Festuca gigantea,0.0,29
11,5,1,100.0,920816.0,1,Festuca gigantea,0.0,30
11,16,4,50.0,920816.0,1,Festuca gigantea,0.0,17
12,3,5,50.0,920816.0,1,Festuca gigantea,0.0,10
12,6,1,50.0,920816.0,1,Festuca gigantea,0.0,18
12,8,1,100.0,920816.0,1,Festuca gigantea,0.0,22
12,9,1,100.0,920816.0,1,Festuca gigantea,0.0,20
12,15,2,100.0,920816.0,1,Festuca gigantea,0.0,29
13,1,1,25.0,920816.0,1,Festuca gigantea,0.0,10
13,2,1,5.0,920816.0,1,Festuca gigantea,0.0,10
13,3,1,10.0,920816.0,1,Festuca gigantea,0.0,17
13,4,1,100.0,920816.0,1,Festuca gigantea,0.0,16
13,5,1,5.0,920816.0,1,Festuca gigantea,0.0,17
13,6,1,100.0,920816.0,1,Festuca gigantea,0.0,11
13,7,2,100.0,920816.0,1,Festuca gigantea,0.0,3
13,9,3,50.0,920816.0,1,Festuca gigantea,0.0,9
13,11,2,50.0,920816.0,1,Festuca gigantea,0.0,26
13,14,1,10.0,920816.0,1,Festuca gigantea,0.0,13
13,15,5,100.0,920816.0,1,Festuca gigantea,0.0,11
13,16,1,100.0,920816.0,1,Festuca gigantea,0.0,6
14,12,4,50.0,920816.0,1,Festuca gigantea,0.0,19
15,6,3,100.0,920816.0,1,Festuca gigantea,0.0,40
15,9,3,50.0,920816.0,1,Festuca gigantea,0.0,30
15,14,2,50.0,920816.0,1,Festuca gigantea,0.0,41
16,10,3,50.0,920816.0,1,Festuca gigantea,0.0,18
17,12,1,100.0,920816.0,1,Festuca gigantea,0.0,25
17,13,2,100.0,920816.0,1,Festuca gigantea,0.0,18
17,15,4,100.0,920816.0,1,Festuca gigantea,0.0,19
17,16,5,50.0,920816.0,1,Festuca gigantea,0.0,20
19,1,2,100.0,920816.0,1,Festuca gigantea,0.0,24
19,3,1,50.0,920816.0,1,Festuca gigantea,0.0,42
19,4,2,50.0,920816.0,1,Festuca gigantea,0.0,13
19,8,5,50.0,920816.0,1,Festuca gigantea,0.0,16
19,13,2,50.0,920816.0,1,Festuca gigantea,0.0,13
19,14,2,50.0,920816.0,1,Festuca gigantea,0.0,14
19,15,1,100.0,920816.0,1,Festuca gigantea,0.0,16
19,16,1,100.0,920816.0,1,Festuca gigantea,0.0,17
20,3,2,50.0,920816.0,1,Festuca gigantea,0.0,15
20,8,1,100.0,920816.0,1,Festuca gigantea,0.0,39
21,4,3,100.0,920816.0,1,Festuca gigantea,0.0,44
22,2,3,50.0,920816.0,1,Festuca gigantea,0.0,21
22,9,5,50.0,920816.0,1,Festuca gigantea,0.0,31
22,14,2,50.0,920816.0,1,Festuca gigantea,0.0,24
23,11,3,50.0,920816.0,1,Festuca gigantea,0.0,29
24,1,2,100.0,920816.0,1,Festuca gigantea,0.0,16
24,2,1,100.0,920816.0,1,Festuca gigantea,0.0,20
24,3,1,5.0,920816.0,1,Festuca gigantea,0.0,25
24,6,2,100.0,920816.0,1,Festuca gigantea,0.0,26
24,7,5,50.0,920816.0,1,Festuca gigantea,0.0,22
24,9,1,50.0,920816.0,1,Festuca gigantea,0.0,22
24,11,1,5.0,920816.0,1,Festuca gigantea,0.0,31
24,12,2,50.0,920816.0,1,Festuca gigantea,0.0,27
24,14,5,50.0,920816.0,1,Festuca gigantea,0.0,21
25,5,4,50.0,920816.0,1,Festuca gigantea,0.0,12
25,7,5,50.0,920816.0,1,Festuca gigantea,0.0,12
25,8,2,50.0,920816.0,1,Festuca gigantea,0.0,17
25,9,3,50.0,920816.0,1,Festuca gigantea,0.0,15
26,3,2,50.0,920816.0,1,Festuca gigantea,0.0,32
26,10,4,50.0,920816.0,1,Festuca gigantea,0.0,24
26,12,5,50.0,920816.0,1,Festuca gigantea,0.0,18
26,13,1,50.0,920816.0,1,Festuca gigantea,0.0,27
26,15,1,50.0,920816.0,1,Festuca gigantea,0.0,21
27,2,4,100.0,920816.0,1,Festuca gigantea,0.0,9
27,9,1,100.0,920816.0,1,Festuca gigantea,0.0,5
28,4,4,50.0,920816.0,1,Festuca gigantea,0.0,14
28,5,4,50.0,920816.0,1,Festuca gigantea,0.0,16
28,6,2,100.0,920816.0,1,Festuca gigantea,0.0,12
28,7,1,100.0,920816.0,1,Festuca gigantea,0.0,17
28,8,2,100.0,920816.0,1,Festuca gigantea,0.0,14
28,15,5,50.0,920816.0,1,Festuca gigantea,0.0,12
28,16,4,50.0,920816.0,1,Festuca gigantea,0.0,13
31,4,3,50.0,920816.0,1,Festuca gigantea,0.0,13
34,10,1,100.0,920816.0,1,Festuca gigantea,0.0,17
37,4,1,100.0,920816.0,1,Festuca gigantea,0.0,56
37,6,3,100.0,920816.0,1,Festuca gigantea,0.0,50
37,11,5,50.0,920816.0,1,Festuca gigantea,0.0,16
37,12,4,100.0,920816.0,1,Festuca gigantea,0.0,30
44,5,3,50.0,920816.0,1,Festuca gigantea,0.0,24
44,6,5,50.0,920816.0,1,Festuca gigantea,0.0,27
44,8,1,5.0,920816.0,1,Festuca gigantea,0.0,28
44,11,5,50.0,920816.0,1,Festuca gigantea,0.0,24
44,13,1,100.0,920816.0,1,Festuca gigantea,0.0,25
44,15,3,50.0,920816.0,1,Festuca gigantea,0.0,29
45,3,4,100.0,920816.0,1,Festuca gigantea,0.0,23
45,8,5,100.0,920816.0,1,Festuca gigantea,0.0,13
46,1,3,100.0,920816.0,1,Festuca gigantea,0.0,14
46,2,2,100.0,920816.0,1,Festuca gigantea,0.0,27
46,3,1,100.0,920816.0,1,Festuca gigantea,0.0,52
46,4,2,100.0,920816.0,1,Festuca gigantea,0.0,17
46,6,1,100.0,920816.0,1,Festuca gigantea,0.0,22
46,9,1,100.0,920816.0,1,Festuca gigantea,0.0,27
46,10,3,100.0,920816.0,1,Festuca gigantea,0.0,30
46,13,4,50.0,920816.0,1,Festuca gigantea,0.0,19
46,14,1,100.0,920816.0,1,Festuca gigantea,0.0,24
46,15,4,100.0,920816.0,1,Festuca gigantea,0.0,21
46,16,1,100.0,920816.0,1,Festuca gigantea,0.0,29
48,1,1,100.0,920816.0,1,Festuca gigantea,0.0,23
48,8,2,50.0,920816.0,1,Festuca gigantea,0.0,30
50,6,5,50.0,920816.0,1,Festuca gigantea,0.0,26
53,1,1,100.0,920816.0,1,Festuca gigantea,0.0,20
57,1,2,50.0,920816.0,1,Festuca gigantea,0.0,27
57,6,2,100.0,920816.0,1,Festuca gigantea,0.0,40
57,8,3,100.0,920816.0,1,Festuca gigantea,0.0,33
57,10,3,100.0,920816.0,1,Festuca gigantea,0.0,19
57,13,1,100.0,920816.0,1,Festuca gigantea,0.0,36
57,15,4,100.0,920816.0,1,Festuca gigantea,0.0,23
59,3,1,100.0,920816.0,1,Festuca gigantea,0.0,54
59,16,2,50.0,920816.0,1,Festuca gigantea,0.0,22
63,3,1,100.0,920816.0,1,Festuca gigantea,0.0,27
63,5,4,100.0,920816.0,1,Festuca gigantea,0.0,24
63,6,5,50.0,920816.0,1,Festuca gigantea,0.0,11
67,4,5,50.0,920816.0,1,Festuca gigantea,0.0,25
67,5,4,50.0,920816.0,1,Festuca gigantea,0.0,38
67,8,3,50.0,920816.0,1,Festuca gigantea,0.0,46
67,10,5,50.0,920816.0,1,Festuca gigantea,0.0,30
67,12,4,50.0,920816.0,1,Festuca gigantea,0.0,34
68,13,3,100.0,920816.0,1,Festuca gigantea,0.0,34
69,3,2,100.0,920816.0,1,Festuca gigantea,0.0,23
70,1,1,100.0,920816.0,1,Festuca gigantea,0.0,22
70,2,2,100.0,920816.0,1,Festuca gigantea,0.0,18
70,3,5,50.0,920816.0,1,Festuca gigantea,0.0,14
70,6,2,100.0,920816.0,1,Festuca gigantea,0.0,32
70,7,1,100.0,920816.0,1,Festuca gigantea,0.0,26
70,8,2,50.0,920816.0,1,Festuca gigantea,0.0,26
70,10,3,100.0,920816.0,1,Festuca gigantea,0.0,19
70,11,3,100.0,920816.0,1,Festuca gigantea,0.0,28
70,12,3,100.0,920816.0,1,Festuca gigantea,0.0,25
70,15,1,100.0,920816.0,1,Festuca gigantea,0.0,25
70,16,5,50.0,920816.0,1,Festuca gigantea,0.0,28
71,1,4,50.0,920816.0,1,Festuca gigantea,0.0,17
71,3,5,50.0,920816.0,1,Festuca gigantea,0.0,22
71,16,3,50.0,920816.0,1,Festuca gigantea,0.0,24
81,6,1,5.0,920816.0,1,Festuca gigantea,0.0,21
82,6,1,100.0,920816.0,1,Festuca gigantea,0.0,26
82,7,1,100.0,920816.0,1,Festuca gigantea,0.0,14
82,10,2,50.0,920816.0,1,Festuca gigantea,0.0,12
88,1,2,100.0,920816.0,1,Festuca gigantea,0.0,19
88,8,5,50.0,920816.0,1,Festuca gigantea,0.0,15
90,2,1,100.0,920816.0,1,Festuca gigantea,0.0,43
90,9,5,50.0,920816.0,1,Festuca gigantea,0.0,32
92,2,3,5.0,920816.0,1,Festuca gigantea,0.0,20
92,3,5,50.0,920816.0,1,Festuca gigantea,0.0,17
92,5,1,5.0,920816.0,1,Festuca gigantea,0.0,21
92,6,1,5.0,920816.0,1,Festuca gigantea,0.0,16
92,11,4,100.0,920816.0,1,Festuca gigantea,0.0,25
92,14,3,100.0,920816.0,1,Festuca gigantea,0.0,37
92,16,2,50.0,920816.0,1,Festuca gigantea,0.0,26
93,3,1,5.0,920816.0,1,Festuca gigantea,0.0,7
93,6,1,100.0,920816.0,1,Festuca gigantea,0.0,41
93,9,1,100.0,920816.0,1,Festuca gigantea,0.0,30
93,11,3,50.0,920816.0,1,Festuca gigantea,0.0,22
94,1,2,100.0,920816.0,1,Festuca gigantea,0.0,13
94,13,5,50.0,920816.0,1,Festuca gigantea,0.0,15
96,5,1,50.0,920816.0,1,Festuca gigantea,0.0,44
96,12,5,50.0,920816.0,1,Festuca gigantea,0.0,32
96,15,5,50.0,920816.0,1,Festuca gigantea,0.0,25
96,16,4,50.0,920816.0,1,Festuca gigantea,0.0,27
103,8,5,50.0,920816.0,1,Festuca gigantea,0.0,11
5,12,5,50.0,920816.0,2,Festuca gigantea,0.0,16
8,2,1,100.0,920816.0,2,Festuca gigantea,0.0,26
8,3,1,50.0,920816.0,2,Festuca gigantea,0.0,31
8,7,1,50.0,920816.0,2,Festuca gigantea,0.0,33
8,9,3,50.0,920816.0,2,Festuca gigantea,0.0,31
8,11,3,50.0,920816.0,2,Festuca gigantea,0.0,28
8,16,1,2.0,920816.0,2,Festuca gigantea,0.0,35
9,8,2,50.0,920816.0,2,Festuca gigantea,0.0,7
12,2,4,50.0,920816.0,2,Festuca gigantea,0.0,20
16,1,4,50.0,920816.0,2,Festuca gigantea,0.0,13
16,6,4,50.0,920816.0,2,Festuca gigantea,0.0,24
16,11,4,50.0,920816.0,2,Festuca gigantea,0.0,16
16,13,2,50.0,920816.0,2,Festuca gigantea,0.0,23
16,14,5,50.0,920816.0,2,Festuca gigantea,0.0,19
19,7,1,100.0,920816.0,2,Festuca gigantea,0.0,18
20,1,1,50.0,920816.0,2,Festuca gigantea,0.0,19
20,3,5,50.0,920816.0,2,Festuca gigantea,0.0,27
20,11,4,50.0,920816.0,2,Festuca gigantea,0.0,29
20,15,4,50.0,920816.0,2,Festuca gigantea,0.0,25
22,2,2,50.0,920816.0,2,Festuca gigantea,0.0,13
22,3,3,100.0,920816.0,2,Festuca gigantea,0.0,16
22,10,4,50.0,920816.0,2,Festuca gigantea,0.0,12
22,13,4,50.0,920816.0,2,Festuca gigantea,0.0,11
22,14,3,100.0,920816.0,2,Festuca gigantea,0.0,20
22,15,4,50.0,920816.0,2,Festuca gigantea,0.0,9
23,11,4,100.0,920816.0,2,Festuca gigantea,0.0,32
24,8,5,50.0,920816.0,2,Festuca gigantea,0.0,8
25,4,4,50.0,920816.0,2,Festuca gigantea,0.0,15
25,9,3,50.0,920816.0,2,Festuca gigantea,0.0,21
25,16,4,50.0,920816.0,2,Festuca gigantea,0.0,27
30,16,5,50.0,920816.0,2,Festuca gigantea,0.0,15
31,2,3,50.0,920816.0,2,Festuca gigantea,0.0,27
34,5,4,100.0,920816.0,2,Festuca gigantea,0.0,13
38,7,1,100.0,920816.0,2,Festuca gigantea,0.0,25
44,12,5,50.0,920816.0,2,Festuca gigantea,0.0,21
44,13,4,50.0,920816.0,2,Festuca gigantea,0.0,12
46,1,3,50.0,920816.0,2,Festuca gigantea,0.0,12
46,4,1,100.0,920816.0,2,Festuca gigantea,0.0,12
46,11,1,5.0,920816.0,2,Festuca gigantea,0.0,14
50,12,2,50.0,920816.0,2,Festuca gigantea,0.0,37
59,6,2,10.0,920816.0,2,Festuca gigantea,0.0,17
59,10,4,100.0,920816.0,2,Festuca gigantea,0.0,25
59,11,2,50.0,920816.0,2,Festuca gigantea,0.0,29
61,8,4,100.0,920816.0,2,Festuca gigantea,0.0,24
61,11,1,50.0,920816.0,2,Festuca gigantea,0.0,17
63,1,4,50.0,920816.0,2,Festuca gigantea,0.0,29
66,9,1,100.0,920816.0,2,Festuca gigantea,0.0,43
66,11,5,50.0,920816.0,2,Festuca gigantea,0.0,30
66,12,1,100.0,920816.0,2,Festuca gigantea,0.0,39
66,15,5,50.0,920816.0,2,Festuca gigantea,0.0,22
66,16,5,50.0,920816.0,2,Festuca gigantea,0.0,25
68,4,1,50.0,920816.0,2,Festuca gigantea,0.0,34
72,14,3,50.0,920816.0,2,Festuca gigantea,0.0,18
80,3,1,50.0,920816.0,2,Festuca gigantea,0.0,12
81,6,2,50.0,920816.0,2,Festuca gigantea,0.0,13
81,10,2,50.0,920816.0,2,Festuca gigantea,0.0,25
96,8,1,30.0,920816.0,2,Festuca gigantea,0.0,13
96,11,5,100.0,920816.0,2,Festuca gigantea,0.0,18
101,9,2,50.0,920816.0,2,Festuca gigantea,0.0,16
101,12,1,50.0,920816.0,2,Festuca gigantea,0.0,16
1,1,5,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,8
1,6,1,35.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
1,9,1,15.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
1,10,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
1,15,3,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
1,16,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
5,1,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,22
5,2,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,26
5,3,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
5,4,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,7
5,5,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,21
5,6,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,22
5,7,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
5,8,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
5,9,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
5,12,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,29
5,14,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,17
5,15,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,17
5,16,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,36
6,8,3,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,23
6,15,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,26
7,3,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
7,4,5,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
7,6,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
7,7,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
7,12,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,33
7,16,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,23
10,11,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,24
11,1,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,29
12,1,5,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,23
12,2,3,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,8
12,3,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,10
12,6,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
12,9,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,20
12,10,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,10
18,6,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,21
18,7,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,25
18,9,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
18,10,3,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
18,11,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,17
18,12,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,30
18,14,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
18,14,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
18,16,3,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,20
19,4,1,15.0,920862.0,1,Lamiastrum galeobdolon,0.0,13
19,5,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
19,6,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
19,11,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,7
19,15,1,25.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
19,16,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,17
20,5,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,13
20,6,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
20,7,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,10
20,8,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,39
20,8,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,39
20,9,2,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,8
20,10,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
20,12,1,15.0,920862.0,1,Lamiastrum galeobdolon,0.0,13
20,13,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,6
20,14,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
20,15,3,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,4
20,16,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,24
21,4,1,30.0,920862.0,1,Lamiastrum galeobdolon,0.0,44
22,1,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,23
22,2,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,21
22,3,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,9
22,4,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,40
22,5,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,13
22,6,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
22,7,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,11
22,9,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,31
22,10,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,20
22,11,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,11
22,13,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,20
22,14,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,24
22,15,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,31
22,16,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
23,1,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,42
23,2,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,11
23,3,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,7
23,4,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,38
23,5,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,42
23,6,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,5
23,7,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,8
23,8,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
23,9,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,44
23,10,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
23,11,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,29
23,12,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
23,13,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,25
23,14,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,27
23,15,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
23,16,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,25
24,1,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
24,2,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,20
24,3,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,25
24,4,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
24,5,1,40.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
24,6,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,26
24,7,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,22
24,11,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,31
24,12,1,10.0,920862.0,1,Lamiastrum galeobdolon,0.0,27
26,1,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,22
26,3,3,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,32
26,4,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
26,5,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,28
26,6,4,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
26,10,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,24
26,11,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,31
26,12,2,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,18
26,13,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,27
26,15,1,40.0,920862.0,1,Lamiastrum galeobdolon,0.0,21
26,16,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,19
28,1,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,7
28,2,1,15.0,920862.0,1,Lamiastrum galeobdolon,0.0,8
28,3,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,11
28,4,1,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
28,5,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
28,6,1,70.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
28,7,1,30.0,920862.0,1,Lamiastrum galeobdolon,0.0,17
28,8,1,60.0,920862.0,1,Lamiastrum galeobdolon,0.0,14
28,9,1,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,6
28,10,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,7
28,12,1,45.0,920862.0,1,Lamiastrum galeobdolon,0.0,10
28,13,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,9
28,14,1,20.0,920862.0,1,Lamiastrum galeobdolon,0.0,15
28,15,2,5.0,920862.0,1,Lamiastrum galeobdolon,0.0,12
28,16,4,50.0,920862.0,1,Lamiastrum galeobdolon,0.0,13
30,2,1,100.0,920862.0,1,Lamiastrum galeobdolon,0.0,16
