species,mycorrhiza
Aerva lanata,nm
Aerva sanguinolenta,AM
Aeschynomene americana,AM
Aeschynomene americana,AM
Aeschynomene americana,AM
Aeschynomene americana,AM
Aeschynomene aspera,non-AM
Aeschynomene aspera,AM
Aeschynomene aspera,AM
Aeschynomene indica,AM
Aeschynomene indica,AM
Aeschynomene indica,AM
Aeschynomene indica,AM
Aeschynomene indica,AM
Aesculus chinensis,AM
Aesculus hippocastanum,AM
Aesculus hippocastanum,AM
Aesculus hippocastanum,AM
Aesculus hippocastanum,nm
Aesculus hippocastanum,AM
Aesculus hippocastanum,AM
Aesculus hippocastanum,non-EcM
Aesculus turbinata,AM
Aethionema carneum,nm
Aethionema cordatum,AM
Aethionema fimbriatum,nm
Aethionema grandiflorum,AM
Aethionema rotundifolium,nm
Aethionema saxatile,nm
Aethionema trinervium,nm
Aethionema virgatum,nm
Aethusa cynapium,AM
Aethusa cynapium subelata,AM
Aextoxicon punctatum,ErM
Afrocarpus falcatus,AM
Afrocarpus falcatus,AM
Afrocarpus falcatus,AM
Afrocarpus falcatus,non-EcM
Afrocarpus falcatus,AM
Afrocarpus gracilior,AM
Afrocarpus gracilior,AM
Afrocarpus gracilior,AM
Afrothismia amietii,AM
Afrothismia baerae,AM
Afrothismia gesnerioides,AM
Afrothismia hydra,AM
Afrothismia insignis,AM
Afrothismia korupensis,AM
Afrothismia mhoroana,AM
Afrothismia saingei,AM
Afrothismia winkleri,AM
Afzelia africana,EcM
Afzelia africana,EcM
Afzelia africana,AM
Afzelia africana,EcM
Afzelia africana,EcM
Afzelia africana,nm
Afzelia africana,EcM
Afzelia africana,EcM
Afzelia bella,EcM
Afzelia bella,EcM
Afzelia bella,EcM
Afzelia bipindensis,EcM
Afzelia bipindensis,dual
Afzelia bipindensis,dual
Afzelia bipindensis,EcM
Afzelia bipindensis,EcM
Afzelia bracteata,EcM
Afzelia pachyloba,dual
Afzelia pachyloba,dual
Afzelia quanzensis,EcM
Afzelia quanzensis,EcM
Afzelia xylocarpa,EcM
Afzelia xylocarpa,EcM
Afzelia xylocarpa,EcM
Aganosma,AM
Agarista revoluta,AM
Agathis australis,AM
Agathis australis,AM
Agathis australis,AM
Agathis australis,AM
Agathis borneensis,AM
Agathis dammara,AM
Agathis lanceolata,AM
Agathis macrophylla,AM
Agathis moorei,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathis robusta,AM
Agathosma capensis,AM
Agathosma collina,AM
Agathosma collina,AM
Agathosma gonaquensis,AM
Agathosma gonaquensis,AM
Agathosma imbricata,AM
Agathosma ovata,AM
Agathosma ovata,AM
Agathosma ovata,AM
Agave americana,AM
Agave americana,AM
Agave americana,AM
Agave americana,nm
Agave datylio,AM
Agave datylio,AM
Agave deserti,AM
Agave deserti,AM
Agave marmorata,AM
Agave salmiana,AM
Agave sisalana,AM
Agave univittata,AM
Agave vivipara,non-AM
Ageratina adenophora,AM
Ageratina adenophora,AM
Ageratina espinosarum,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum conyzoides,nm
Ageratum conyzoides,nm
Ageratum conyzoides,AM
Ageratum conyzoides,AM
Ageratum houstonianum,AM
Aglaia,AM
Aglaia ,AM
Aglaia ,AM
Aglaia edulis,AM
Aglaia edulis,AM
Aglaia elaeagnoidea,non-AM
Aglaia elaeagnoidea,AM
Aglaia glabrata,AM
Aglaia sp,AM
Aglaonema commutatum,AM
Aglaonema modestum,AM
Aglaonema modestum,AM
Aglaonema connatum,AM
Agonis flexuosa,AM
Agonis flexuosa,AM
Agonis flexuosa,dual
Agoseris glauca,AM
Agoseris glauca,AM
Agoseris heterophylla,AM
Agrimonia eupatoria,AM
Agrimonia pilosa,AM
Agrimonia pilosa,AM
Agrimonia pilosa,AM
Agriophyllum squarrosum,nm
Agriophyllum squarrosum,nm
Agriophyllum squarrosum,non-AM
Agriophyllum squarrosum,non-AM
Agriophyllum squarrosum,AM
Agropyron,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron cristatum,AM
Agropyron desertorum,AM
Agropyron desertorum,AM
Agropyron desertorum,AM
Agropyron fragile,AM
Agropyron fragile,AM
Agropyron fragile,AM
Agropyron fragile,AM
Agropyron mongolicum,AM
Agrostemma githago,nm
Agrostemma githago,nm
Agrostis,nm
Agrostis alpina,AM
Agrostis alpina,AM
Agrostis alpina,AM
Agrostis alpina,AM
Agrostis avenacea,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,nm
Agrostis canina,AM
Agrostis canina,AM
Agrostis canina,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,nm
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis capillaris,AM
Agrostis clavata,AM
Agrostis flaccida,AM
Agrostis flaccida,AM
Agrostis gigantea,AM
Agrostis gigantea,AM
Agrostis magellanica,AM
Agrostis magellanica,nm
Agrostis magellanica,nm
Agrostis perennans,AM
Agrostis perennans,AM
Agrostis perennans,AM
Agrostis scabra,AM
Agrostis scabra,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,nm
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,nm
Agrostis stolonifera,nm
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,AM
Agrostis stolonifera,nm
Agrostis stolonifera,AM
Agrostis stolonifera,nm
Agrostis stolonifera,nm
Agrostis stolonifera,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostis vinealis,AM
Agrostistachys borneensis,nm
Agrostistachys hookeri,AM
Agrostistachys hookeri,AM
Agrostocrinum scabrum,AM
Aidia canthioides,AM
Aidia canthioides,nm
Aidia cochinchinensis,AM
Aidia gardneri,AM
Aidia gardneri,AM
Aidia genipiflora,AM
Aidia racemosa,AM
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus altissima,dual
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus altissima,AM
Ailanthus excelsa,AM
Ailanthus triphysa,AM
Ailanthus triphysa,AM
Ainsliaea apiculata,AM
Ainsliaea aptera,AM
Ainsliaea latifolia,AM
Aira caryophyllea,nm
Aira caryophyllea,nm
Aira caryophyllea,nm
Aira caryophyllea,AM
Aira caryophyllea,AM
Aira caryophyllea,nm
Aira caryophyllea,AM
Aira praecox,nm
Aira praecox,AM
Aizoon sarmentosum,nm
Ajania achilloides,AM
Ajuga decumbens,AM
Ajuga genevensis,AM
Ajuga genevensis,AM
Ajuga orientalis,AM
Ajuga orientalis,AM
Ajuga orientalis,AM
Ajuga orientalis,AM
Ajuga orientalis ,AM
Ajuga pyramidalis,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajuga reptans,AM
Ajugoides humilis,AM
Akebia quinata,AM
Akebia trifoliata,AM
Akebia trifoliata,AM
Alangium,AM
Alangium chinense,nm
Alangium chinense,AM
Alangium chinense,AM
Alangium platanifolium,AM
Alangium platanifolium,dual
Alangium ridleyi,AM
Alangium salviifolium,AM
Albizia adianthifolia,AM
Albizia amara,AM
Albizia amara,AM
Albizia amara,AM
Albizia chinensis,AM
Albizia coriaria,AM
Albizia corniculata,AM
Albizia falcata,AM
Albizia ferruginea,AM
Albizia ferruginea,AM
Albizia ferruginea,AM
Albizia gummifera,AM
Albizia gummifera,AM
Albizia gummifera,AM
Albizia inundata,AM
Albizia inundata,AM
Albizia julibrissin,AM
Albizia julibrissin,dual
Albizia julibrissin,AM
Albizia kalkora,AM
Albizia kalkora,AM
Albizia kalkora,AM
Albizia lebbeck,non-AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,AM
Albizia lebbeck,nm
Albizia lebbek,AM
Albizia lucidior,dual
Albizia niopoides var. niopoides,AM
Albizia niopoides var. niopoides,AM
Albizia odoratissima,non-AM
Albizia odoratissima,AM
Albizia odoratissima,AM
Albizia odoratissima,AM
Albizia procera,AM
Albizia procera,AM
Albizia procera,AM
Albizia procera,AM
Albizia procera,AM
Albizia saman,AM
Albizia saman,AM
Albizia saman,AM
Albizia saman,AM
Albizia schimperiana,AM
Albizia schimperiana,AM
Albizia versicolor,AM
Albuca canadensis,AM
Albuca spiralis,AM
Albuca suaveolens,AM
Albuca tenuifolia,AM
Alcea hohenackeri,AM
Alcea nudiflora,AM
Alcea rosea,AM
Alcea rosea,AM
Alchemilla,AM
Alchemilla alpina,AM
Alchemilla alpina,AM
Alchemilla alpina,AM
Alchemilla caucasica,AM
Alchemilla caucasica,AM
Alchemilla caucasica,EcM
Alchemilla caucasica,EcM
Alchemilla caucasica,AM
Alchemilla caucasica,AM
Alchemilla caucasica,AM
Alchemilla debilis,AM
Alchemilla dura,AM
Alchemilla glaucescens,AM
Alchemilla glomerulans,AM
Alchemilla haraldii,AM
Alchemilla leiophylla,AM
Alchemilla monticola,AM
Alchemilla persica,AM
Alchemilla pinnata,AM
Alchemilla retinervis,EcM
Alchemilla retinervis,EcM
Alchemilla retinervis,nm
Alchemilla retinervis,AM
Alchemilla retropilosa,AM
Alchemilla retropilosa,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,AM
Alchemilla sericata,EcM
Alchemilla sericata,EcM
Alchemilla sericata,AM
Alchemilla sericea,AM
Alchemilla sibirica,AM
Alchemilla sibirica,AM
Alchemilla smirnovii,AM
Alchemilla strictissima,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchemilla xanthochlora,AM
Alchornea cordifolia,AM
Alchornea discolor,AM
Alchornea glandulosa,AM
Alchornea latifolia,AM
Alchornea tiliifolia,AM
Alchornea tiliifolia,AM
Alchornea tiliifolia,AM
Alchornea tiliifolia,AM
Alchorneopsis floribunda,AM
Alchorneopsis portoricensis,AM
Aldina insignis,EcM
Aldina kunhardtiana,dual
Aldina kunhardtiana,dual
Aldina kunhardtiana,dual
Aldina latifolia,EcM
Aldina latifolia,EcM
Aletris foliata,nm
Aletris spicata,AM
Aleurites cordata,AM
Aleurites moluccana,AM
Aleurites moluccana,AM
Aleurites moluccanus,AM
Aleurites montana,AM
Aleuritopteris farinosa,AM
Aleuritopteris farinosa,AM
Aleuritopteris farinosa,AM
Aleuritopteris pseudofarinosa,AM
Alexgeorgea nitens,AM
Alhagi camelorum,AM
Alhagi camelorum,nm
Alhagi maurorum,AM
Alhagi maurorum,AM
Alhagi maurorum,AM
Alhagi maurorum,AM
Alhagi pseudalhagi,AM
Alhagi sparsifolia,non-AM
Alhagi sparsifolia,AM
Alisma canaliculatum,nm
Alisma lanceolatum,nm
Alisma lanceolatum,AM
Alisma lanceolatum,nm
Alisma plantago-aquatica,nm
Alisma plantago-aquatica,nm
Alisma plantago-aquatica,AM
Alisma plantago-aquatica,AM
Alisma plantago-aquatica,AM
Alisma plantago-aquatica,nm
Alisma plantago-aquatica,AM
Alisma plantago-aquatica,nm
Alisma plantago-aquatica,nm
Alisma plantago-aquatica,AM
Alisma plantago-aquatica ,nm
Alisma plantago-aquatica ,nm
Alisma plantago-aquatica ,nm
Alisma subcordatum,AM
Alisma subcordatum,AM
Alisma triviale,AM
Alisma triviale,AM
Alkanna tinctoria,AM
Allagoptera arenaria,AM
Allamanda blanchetii,AM
Allamanda cathartica,nm
Allamanda schottii,AM
Allantodia alata,AM
Allantodia aspera,AM
Allantodia aspera,AM
Allantodia dilatata,AM
Allantodia doederleinii,AM
Allantodia laxifrons,AM
Allantodia megaphylla,AM
Allantodia spectabilis,AM
Allantodia stenochlamys,AM
Allantoma decandra,AM
Allexis cauliflora,AM
Alliaria petiolata,nm
Alliaria petiolata,nm
Alliaria petiolata,nm
Alliaria petiolata,nm
Alliaria petiolata ,nm
Alliaria petiolata ,nm
Allium,AM
Allium ampeloprasum,AM
Allium amphibolum,AM
Allium angulosum,AM
Allium ascalonicum,AM
Allium atrosanguineum,AM
Allium bidentatum,AM
Allium bidentatum,AM
Allium borszczowii,AM
Allium borszczowii,AM
Allium canadense,AM
Allium carolinianum,AM
Allium caspium,AM
Allium caspium,AM
Allium caspium,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cepa,AM
Allium cernuum,AM
Allium cernuum,AM
Allium cernuum,nm
Allium decipiens,AM
Allium decipiens,AM
Allium decipiens,AM
Allium fedschenkoanum,AM
Allium fetisowii,AM
Allium fetisowii,AM
Allium fistulosum,AM
Allium fistulosum,AM
Allium fistulosum,AM
Allium fistulosum,AM
Allium fistulosum,AM
Allium geyeri,nm
Allium jodanthum,AM
Allium macrostemon,AM
Allium mongolicum,AM
Allium mongolicum,non-AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium obliquum,AM
Allium oleraceum ,AM
Allium oleraceum ,AM
Allium oleraceum ,nm
Allium pallasii,AM
Allium paniculatum,AM
Allium paniculatum,AM
Allium polyrhizum,AM
Allium pseudostrictum,AM
Allium sabulosum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium sativum,AM
Allium saxatile,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schoenoprasum,AM
Allium schubertii,AM
Allium schubertii,AM
Allium schubertii,AM
Allium schubertii,AM
Allium schubertii,AM
Allium schubertii,AM
Allium schubertii,AM
Allium scorodoprasum,AM
Allium scorodoprasum,AM
Allium scorodoprasum ,AM
Allium setifolium,AM
Allium sphaerocephalon,AM
Allium sphaerocephalon,AM
Allium sphaerocephalon,AM
Allium sphaerocephalon,AM
Allium strictum,AM
Allium strictum,AM
Allium subhirsutum,AM
Allium tenuissimum,AM
Allium textile,AM
Allium tricoccum,AM
Allium tricoccum,AM
Allium tricoccum,AM
Allium tricoccum,AM
Allium tricoccum,AM
Allium triquetrum,dual
Allium triquetrum,AM
Allium tuberosum,AM
Allium tuberosum,AM
Allium tuberosum,AM
Allium tuberosum,AM
Allium tuberosum,AM
Allium ursinum,AM
Allium ursinum,AM
Allium ursinum,AM
Allium ursinum,AM
Allium ursinum,AM
Allium ursinum ,AM
Allium ursinum ,AM
Allium ursinum ,AM
Allium ursinum ,AM
Allium victorialis,AM
Allium victorialis,AM
Allium victorialis,AM
Allium waldsteinii,AM
Allmania nodiflora,non-AM
Allmania nodiflora,non-AM
Allocasuarina,EcM
Allocasuarina acutivalvis,dual
Allocasuarina campestris,dual
Allocasuarina campestris,EcM
Allocasuarina corniculata,dual
Allocasuarina decaisneana,EcM
Allocasuarina decaisneana,EcM
Allocasuarina dielsiana,EcM
Allocasuarina fraseriana,AM
Allocasuarina fraseriana,dual
Allocasuarina fraseriana,dual
Allocasuarina huegeliana,dual
Allocasuarina humilis,AM
Allocasuarina humilis,dual
Allocasuarina humilis,dual
Allocasuarina littoralis,EcM
Allocasuarina littoralis,EcM
Allocasuarina littoralis,EcM
Allocasuarina luehmannii,EcM
Allocasuarina muelleriana,dual
Allocasuarina muelleriana,EcM
Allocasuarina muelleriana,EcM
Allocasuarina muelleriana,non-EcM
Allocasuarina torulosa,EcM
Allocasuarina torulosa,EcM
Allocasuarina verticillata,AM
Allocasuarina verticillata,dual
Allocasuarina verticillata,EcM
Allocasuarina verticillata,EcM
Allochrusa paniculata,nm
Allophylus cobbe,AM
Allophylus cobbe,AM
Allophylus cobbe,AM
Allophylus cobbe,AM
Allophylus cobbe,nm
Allophylus schweinfurthii,AM
Allophylus serratus,AM
Allosyncarpia ternata,nm
Allosyncarpia ternata,EcM
Alloteropsis,AM
Alloteropsis cimicina,AM
Alloteropsis cimicina,non-AM
Alloteropsis cimicina,AM
Alloteropsis cimicina,AM
Alloteropsis cimicina,AM
Alloteropsis semialata,AM
Alniphyllum fortunei,AM
Alniphyllum fortunei,AM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata,EcM
Alnus acuminata ,EcM
Alnus alnobetula,nm
Alnus alnobetula subcrispa,dual
Alnus alnobetula subcrispa,EcM
Alnus alnobetula subsinuata,dual
Alnus alnobetula subsinuata,EcM
Alnus alnobetula subsinuata,EcM
Alnus cordata,AM
Alnus fauriei,EcM
Alnus fauriei,EcM
Alnus firma,EcM
Alnus firma,EcM
Alnus formosana ,EcM
Alnus formosana ,EcM
Alnus glutinosa,AM
Alnus glutinosa,AM
Alnus glutinosa,AM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,dual
Alnus glutinosa,AM
Alnus glutinosa,dual
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,AM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,nm
Alnus glutinosa,AM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,AM
Alnus glutinosa,AM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus glutinosa,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta,EcM
Alnus hirsuta ,EcM
Alnus incana,non-AM
Alnus incana,AM
Alnus incana,AM
Alnus incana,EcM
Alnus incana,AM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,EcM
Alnus incana,nm
Alnus incana ,EcM
Alnus incana ,EcM
Alnus incana subrugosa,EcM
Alnus incana subrugosa,EcM
Alnus incana subrugosa,EcM
Alnus incana subtenuifolia,EcM
Alnus incana subtenuifolia,EcM
Alnus incana subtenuifolia,EcM
Alnus japonica,EcM
Alnus japonica,EcM
Alnus japonica,EcM
Alnus japonica,EcM
Alnus japonica,EcM
Alnus mandshurica ,EcM
Alnus mandshurica ,EcM
Alnus mandshurica ,EcM
Alnus mandshurica ,EcM
Alnus maritima,EcM
Alnus maritima,EcM
Alnus maritima,EcM
Alnus matsumurae,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus nepalensis,dual
Alnus nepalensis,AM
Alnus nepalensis,EcM
Alnus nepalensis,EcM
Alnus nepalensis,EcM
Alnus nepalensis,EcM
Alnus nepalensis,EcM
Alnus nepalensis,EcM
Alnus oblongifolia,EcM
Alnus orientalis,EcM
Alnus orientalis,EcM
Alnus pendula,EcM
Alnus rhombifolia,EcM
Alnus rubra,dual
Alnus rubra,EcM
Alnus rubra,EcM
Alnus rubra,EcM
Alnus rubra,EcM
Alnus rubra,EcM
Alnus rubra,EcM
Alnus serrulata,AM
Alnus serrulata,EcM
Alnus serrulata,EcM
Alnus serrulata,EcM
Alnus sieboldiana,EcM
Alnus sieboldiana,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus subcordata,EcM
Alnus trabeculosa,AM
Alnus trabeculosa,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alnus viridis,EcM
Alocasia longiloba,AM
Alocasia macrorrhiza,nm
Alocasia macrorrhiza,AM
Alocasia macrorrhiza,AM
Alocasia macrorrhizos,AM
Alocasia macrorrhizos,AM
Alocasia macrorrhizos,AM
Alocasia macrorrhizos,nm
Aloe arborescens,AM
Aloe vera,AM
Aloe vera,AM
Aloe vera,AM
Aloe vera,AM
Aloe vera,nm
Aloe vera,AM
Alopecurus aequalis,AM
Alopecurus aequalis,nm
Alopecurus aequalis,nm
Alopecurus aequalis,nm
Alopecurus aequalis,AM
Alopecurus aequalis,AM
Alopecurus alpinus,AM
Alopecurus alpinus,AM
Alopecurus alpinus,AM
Alopecurus alpinus,AM
Alopecurus alpinus,AM
Alopecurus alpinus,nm
Alopecurus alpinus,nm
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus arundinaceus,AM
Alopecurus dasyanthus,AM
Alopecurus dasyanthus,AM
Alopecurus dasyanthus,nm
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
Alopecurus geniculatus,AM
